technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
DAC,power,AT,4.098025576870391e-09,6.112465164202158e-10,4.2616014683654737e-10,5.878034914655101e-10,4.48982318082346e-10,3.7055502717057474e-10,2.8573842603324185e-10,3.1439178088609185e-10,3.4371760343185013e-10,3.510689067843373e-10,3.187372113676803e-10,3.47263102679457e-10,3.605674642280898e-10,4.361598468269284e-10,5.111239208050771e-10,5.481473855638664e-10,6.123192207320498e-10,6.984674103778941e-10,7.876645753946649e-10,1.1102682485011963e-09,3.301876214118522e-09,1.466168542081625e-09,1.756808116902142e-09,1.7051698154203665e-09,1.5526625828545929e-09,1.5068252570969592e-09,1.707535087785242e-09,1.494468042484847e-09,1.7420807483131178e-09,1.9300316528397966e-09
DAC,power,BE,4.443849049805023e-09,4.349259041915367e-10,4.2944370338476233e-10,6.137470993664792e-10,4.6431557199593173e-10,3.584194395085513e-10,3.115690665319163e-10,2.8436518735788545e-10,2.221159504912557e-10,2.8071938167575834e-10,3.0752496070499565e-10,3.6385254124677525e-10,4.287921563245046e-10,5.027576904331555e-10,6.000871237137946e-10,6.701454762407365e-10,7.025098729342204e-10,7.916951917684706e-10,8.262597611377588e-10,1.1311883565296957e-09,3.739196480007847e-09,1.6693786626189943e-09,1.4728058610310494e-09,1.7122674963695863e-09,1.8528336391493754e-09,1.9878425307616844e-09,2.1237479179837577e-09,2.0077540770454765e-09,1.6140894049357226e-09,2.0649980548749228e-09
DAC,power,BG,4.137429295342097e-09,5.621195992028722e-10,4.417406103661219e-10,5.794771464092222e-10,5.21426096377022e-10,4.608120562884677e-10,4.5555701072454057e-10,4.786107596215138e-10,5.371792939505847e-10,5.613238128881479e-10,6.089214827222355e-10,5.432451605444228e-10,6.405238411504476e-10,6.483693054739202e-10,6.204199766192737e-10,5.492329230330506e-10,4.85741978058896e-10,4.493635825330953e-10,7.924430822622059e-10,1.1056745403503322e-09,3.6683544693092164e-09,1.825499843261916e-09,1.6352719320322266e-09,1.783760131878637e-09,1.8378746705566794e-09,1.7749411564753769e-09,1.8359389058579018e-09,1.776076307694548e-09,1.7377524068723601e-09,2.561811734646202e-09
DAC,power,CH,4.1372790579419485e-09,5.932012535870055e-10,4.544215055828858e-10,6.079135064047534e-10,4.339329174359996e-10,3.7801820814802465e-10,3.456540416251565e-10,2.945132856233245e-10,3.434633994297733e-10,3.545351632647901e-10,3.1605068915946495e-10,3.425837557076745e-10,3.52136273643529e-10,3.697337002421668e-10,4.575570262410448e-10,5.381460170940923e-10,6.597975254973155e-10,7.855364442591639e-10,8.064046990297991e-10,1.1161374634708406e-09,3.4892464508147115e-09,1.685230960360545e-09,1.4713632656674123e-09,1.6188258202075325e-09,1.7177332422387815e-09,1.7063135057271508e-09,1.9272917498730596e-09,1.7839849752536851e-09,1.7649830352215153e-09,2.183228422337856e-09
DAC,power,CZ,4.115545106616508e-09,5.974386304138479e-10,4.4512138231071855e-10,6.020853697630603e-10,4.523468089127304e-10,4.248718153214262e-10,4.2981742493886337e-10,4.4569205152019963e-10,4.2772757693954315e-10,3.593167388965011e-10,2.873339588188461e-10,2.32399648171028e-10,2.979899840518051e-10,3.79975432192085e-10,4.6434227476754216e-10,5.530710895773838e-10,6.170310738997136e-10,7.076743266248507e-10,7.828808697646641e-10,1.1442693005680921e-09,3.847374464940658e-09,1.993971487221015e-09,1.5999721268872178e-09,1.668070845565265e-09,1.7076194756649328e-09,1.6555427055535092e-09,1.5926381766553942e-09,1.6260090493524437e-09,1.7110333109389826e-09,2.204537623111131e-09
DAC,power,DE,4.15564354070033e-09,6.145352040206033e-10,4.5240737854082213e-10,5.855459951472671e-10,4.0902566433494545e-10,3.377199766654422e-10,3.181362703621073e-10,2.9864740114874014e-10,3.280364294106205e-10,2.7288428421971304e-10,2.60331234192895e-10,2.6698165426893935e-10,3.290586676123815e-10,3.9538106388643273e-10,4.603033296890167e-10,5.403618311233625e-10,6.311322346967366e-10,7.262623739340345e-10,7.595300021397406e-10,1.0107574689167295e-09,3.546926468321373e-09,1.5664884736806496e-09,1.2864247529440744e-09,1.4455379569847312e-09,1.546940164888995e-09,1.673172811551833e-09,1.7652257341061234e-09,1.7341851326463131e-09,1.4816882509170678e-09,1.867936222154737e-09
DAC,power,DK,4.047847679314438e-09,8.947842209341992e-10,5.185528779432402e-10,5.508951682783404e-10,2.8688166140384973e-10,3.547848098930371e-10,3.6775855248296173e-10,3.858080542559874e-10,4.517948624837632e-10,4.816502082680709e-10,4.6554948291686685e-10,5.496061854160134e-10,5.630745904833964e-10,6.033226429000669e-10,6.447773450566687e-10,6.690563211382845e-10,8.813228320662172e-10,1.0321313984871912e-09,9.349935708826496e-10,1.0381048680293224e-09,3.889757277235152e-09,2.3393103549421547e-09,1.5962908031609821e-09,1.7036597877060892e-09,1.899430619965971e-09,2.0161578776830004e-09,2.1800874479031527e-09,2.092792288656317e-09,1.7351497845796987e-09,2.298693720762014e-09
DAC,power,EE,3.803125698207315e-09,9.892821519081251e-10,4.937208456610542e-10,5.300364154067379e-10,3.2638598672779434e-10,3.0185518883118015e-10,2.5378614530069427e-10,2.3781509173543496e-10,2.592358971710264e-10,2.9927279256984085e-10,3.4461727099320236e-10,4.229675363398305e-10,4.712010225960241e-10,5.335638108597168e-10,5.957988615077841e-10,6.405829593418923e-10,6.972694436140285e-10,7.773240816897763e-10,8.566230660593718e-10,1.317603962132202e-09,3.777260125647945e-09,1.7549586429284055e-09,1.6009602793519038e-09,2.7996780014405133e-09,1.8361884999126398e-09,1.6764410076603372e-09,1.7794294683884853e-09,1.7456082383846587e-09,1.6759451233785096e-09,2.1320852348437383e-09
DAC,power,EL,4.176332584900323e-09,5.958263979702948e-10,4.685783191302387e-10,6.050736289483694e-10,5.759277930514233e-10,4.719819761459115e-10,4.445656866796213e-10,4.609486422581666e-10,5.19557061902434e-10,5.354259682610661e-10,5.004718255167382e-10,3.3405361111172434e-10,2.832502767424885e-10,1.8909394893135827e-10,2.854530012252241e-10,4.14018716349229e-10,5.730620439425961e-10,8.218429154363816e-10,9.620058833912638e-10,1.2677787241033111e-09,3.803531309135606e-09,1.9224000831356773e-09,1.4680780976455207e-09,1.7048995430437546e-09,1.8609916460708291e-09,2.0584060297919658e-09,2.0986948426848777e-09,2.009309680056302e-09,1.779659745615623e-09,2.495897333942591e-09
DAC,power,ES,3.919506515621563e-09,7.179616179545657e-10,4.54950615733816e-10,4.969433279921401e-10,3.063457303689954e-10,3.3023269655822874e-10,3.4353273110027146e-10,3.63809126318352e-10,4.237760109827018e-10,5.101648735828813e-10,6.171707767845265e-10,3.6590870969221144e-10,4.578307738730028e-10,5.433237915552834e-10,6.39981733968048e-10,7.517797888652442e-10,9.033343105235079e-10,1.1342335487964746e-09,1.041191233630004e-09,1.273191484796489e-09,3.617049443995747e-09,1.9515176929919e-09,1.6221644029017333e-09,1.8351629143339337e-09,1.902943990174255e-09,1.976957829959926e-09,2.39230941744028e-09,2.3613130489017404e-09,1.9795969990314145e-09,2.716093221572407e-09
