technology,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
DAC,FI,2.0517475392846695e-08,2.6527389748440484e-08,3.052195506963047e-08,3.376402878252799e-08,3.647159500876588e-08,3.898062071869581e-08,4.152437197475597e-08,4.411806624586199e-08,4.685229151760976e-08,4.9640679336478645e-08,5.257724880726246e-08,5.571979250158246e-08,5.912548987559008e-08,6.280480684430747e-08,6.688672750079952e-08,7.150295408946045e-08,7.67853845143061e-08,8.304550607600307e-08,9.066714930916972e-08,1.0039014814100479e-07,9.286650522361682e-08,1.0016685530451552e-07,1.1036955772522268e-07,1.217780514040049e-07,1.3498457545304765e-07,1.5012204728995336e-07,1.671523986843314e-07,1.8782771069669345e-07,2.1442339212659157e-07,2.606850143120509e-07
DAC,FR,2.1997214042814932e-08,2.7024659245915746e-08,3.078737322715139e-08,3.417018389045418e-08,3.71116812070466e-08,3.988297415574827e-08,4.257536198965971e-08,4.5184049778892345e-08,4.786572161061742e-08,5.058435998080056e-08,5.339928192196155e-08,5.63962296804428e-08,5.968306957919159e-08,6.33411220241894e-08,6.74611753866774e-08,7.217583867091e-08,7.757995218528656e-08,8.397394908475068e-08,9.180167999065693e-08,1.0189024845642437e-07,9.450271391079059e-08,1.0391005408639475e-07,1.1425249571153042e-07,1.2503094495780345e-07,1.3688248564776319e-07,1.493814091683591e-07,1.637145142198217e-07,1.8321355536530299e-07,2.0837068036251878e-07,2.5150056433863353e-07
DAC,HR,2.1670290514610067e-08,2.669163233984236e-08,3.055873047980935e-08,3.402104899839816e-08,3.696297066226985e-08,3.984753708581443e-08,4.265501029441722e-08,4.5385086447025734e-08,4.8050853932271084e-08,5.066795588960362e-08,5.327679174687344e-08,5.595069934033052e-08,5.894383225337799e-08,6.234700558436384e-08,6.616971593080199e-08,7.054675086433927e-08,7.558536180781625e-08,8.149188318431159e-08,8.854888742734466e-08,9.73138853355717e-08,8.707582238535987e-08,9.317124829718571e-08,1.0079770143824009e-07,1.0884992746043679e-07,1.1782250351201157e-07,1.277540221419968e-07,1.3942291078638143e-07,1.5455330228568524e-07,1.7554833395696294e-07,2.1415510614930537e-07
DAC,HU,2.2118945986038965e-08,2.7007053926949816e-08,3.0758641587810914e-08,3.411107982209758e-08,3.698319670775217e-08,3.981122625084155e-08,4.2512440666790303e-08,4.516776335905109e-08,4.7730330154940296e-08,5.019221125987119e-08,5.282666534423837e-08,5.568167217529534e-08,5.8854330603457617e-08,6.240412401664845e-08,6.635308847048644e-08,7.081197777043876e-08,7.590771608273628e-08,8.196349045933134e-08,8.927357128282737e-08,9.863650216013365e-08,8.956505965964672e-08,9.825832966172261e-08,1.0817810852930772e-07,1.1821304354954603e-07,1.2932811017185365e-07,1.4078699511782865e-07,1.5384541819336986e-07,1.7069071908990333e-07,1.929544445754946e-07,2.3129600964755424e-07
DAC,IE,2.053850992188048e-08,2.684345387023468e-08,3.117732098707131e-08,3.4851192118168786e-08,3.767324287473562e-08,4.022583370164673e-08,4.281755366348116e-08,4.5539183603822594e-08,4.835326887898565e-08,5.124464798588569e-08,5.4282162025761675e-08,5.753308902031527e-08,6.106501131611385e-08,6.496669224133398e-08,6.932091839469833e-08,7.428032031546207e-08,7.99897110347682e-08,8.673560069498087e-08,9.495044105582824e-08,1.0544588541390938e-07,9.913880777034606e-08,1.0841073839634499e-07,1.1997960289000222e-07,1.3270675461994008e-07,1.4721972530204565e-07,1.6354959878762947e-07,1.8061239280909802e-07,2.026724912151435e-07,2.3211895833267894e-07,2.8425931695267944e-07
DAC,IT,2.1599553568500312e-08,2.6496927234984508e-08,3.0282903616377795e-08,3.364303464117133e-08,3.640596182474013e-08,3.9059138880678926e-08,4.1474863054102177e-08,4.372073308143862e-08,4.60614796387759e-08,4.847897002155877e-08,5.10216178399443e-08,5.3773452785482676e-08,5.682970409005737e-08,6.025574459966785e-08,6.407333374406382e-08,6.836350960891928e-08,7.328370850164263e-08,7.905205268389835e-08,8.605405956475988e-08,9.499843128060918e-08,8.538099148532427e-08,9.21799020474212e-08,1.0030467561841523e-07,1.0841845680416723e-07,1.1750606411100666e-07,1.2766427678169433e-07,1.3929687410604932e-07,1.5430025280079393e-07,1.7432533357323594e-07,2.0932526558778685e-07
DAC,LT,2.10870253673313e-08,2.566000451135959e-08,2.9256207088600616e-08,3.235656761251394e-08,3.50321635111894e-08,3.784878745758705e-08,4.054584299790125e-08,4.324409995819026e-08,4.601412705976769e-08,4.8843232694309284e-08,5.182828194193515e-08,5.49661713275938e-08,5.839915741391664e-08,6.220067600072334e-08,6.639461519325889e-08,7.113009037050671e-08,7.655252339131323e-08,8.294009029984549e-08,9.067826536394143e-08,1.0046384359630801e-07,9.277907147352456e-08,1.0184506757074175e-07,1.1211557596466473e-07,1.2319846825789937e-07,1.3546374889391142e-07,1.4910733666956296e-07,1.6475077162488374e-07,1.846095316463561e-07,2.106686312893884e-07,2.555316857177342e-07
DAC,LU,1.9309118238271714e-08,2.626768510058091e-08,3.0662611385959535e-08,3.4427738874973115e-08,3.745968492991916e-08,4.038383625204303e-08,4.3100613204541757e-08,4.568635390420144e-08,4.813462986485659e-08,5.0422916613682974e-08,5.288003858781111e-08,5.5522487943910255e-08,5.849192034791314e-08,6.180083463570203e-08,6.55221137364422e-08,6.977231296940935e-08,7.466356323096447e-08,8.040231173679728e-08,8.736981759366246e-08,9.621415023723666e-08,8.886678394063285e-08,9.512507898412881e-08,1.0376255049541117e-07,1.1298371020585727e-07,1.2362188446581557e-07,1.3539517142456604e-07,1.486174568327862e-07,1.660634169639625e-07,1.8861491054247348e-07,2.284422306946999e-07
DAC,LV,2.012993342395336e-08,2.5932879643151898e-08,2.9721856003563607e-08,3.275374588594477e-08,3.525854148397369e-08,3.7750259506760334e-08,4.028071694411679e-08,4.2714809683523405e-08,4.547457574000864e-08,4.8151101071945835e-08,5.095634652594546e-08,5.3910976589202005e-08,5.717050891968587e-08,6.069190326063363e-08,6.46559890221762e-08,6.908622082683041e-08,7.417253539361692e-08,8.015606535127399e-08,8.740598961690493e-08,9.657416832695588e-08,8.89144898096148e-08,9.585155923829185e-08,1.0550392832586343e-07,1.159784277539184e-07,1.2780832252419857e-07,1.4102887974968263e-07,1.5581807361968525e-07,1.7411426747858334e-07,1.9800248327117266e-07,2.391858425186739e-07
DAC,NL,1.9825062635280018e-08,2.57810146903812e-08,2.9680957918384127e-08,3.2816848063850376e-08,3.536193133435038e-08,3.793017410454552e-08,4.0498156889163764e-08,4.312712064974272e-08,4.5752500262867886e-08,4.839424906412034e-08,5.110925590265761e-08,5.394684632470431e-08,5.704613289382351e-08,6.042117311083983e-08,6.405861887429384e-08,6.815250266382959e-08,7.27595996134431e-08,7.809148568271695e-08,8.447178246174689e-08,9.240231354606216e-08,8.318961075988793e-08,8.790368007842719e-08,9.501136029276607e-08,1.0293734533788143e-07,1.1198564381792069e-07,1.2232694308402764e-07,1.337859409057058e-07,1.4820350424767436e-07,1.6657561117730987e-07,2.0139055812853923e-07
DAC,NO,2.2296701813865905e-08,2.724724071805912e-08,3.1194546046739076e-08,3.466165393979714e-08,3.767948704412092e-08,4.053023107700985e-08,4.3251269442908225e-08,4.597525204846059e-08,4.8652219592874833e-08,5.1297745744574375e-08,5.3913570991693625e-08,5.6843979616965596e-08,6.009404476431175e-08,6.373448836326926e-08,6.782612660097378e-08,7.251200090558151e-08,7.794256899145662e-08,8.442514554060407e-08,9.238032134230854e-08,1.0270880311092379e-07,9.505641516865174e-08,1.0530539226852687e-07,1.1720573357238018e-07,1.301105172740596e-07,1.4458320301014768e-07,1.6101962676179895e-07,1.7961505190943702e-07,2.020008187838733e-07,2.30122222850956e-07,2.796158530296323e-07
DAC,PL,2.220007837730105e-08,2.720968996494959e-08,3.108581068594848e-08,3.453523682011615e-08,3.760567912511669e-08,4.045858676667306e-08,4.329441771876385e-08,4.6108842132961053e-08,4.8906098587692945e-08,5.1676067381661224e-08,5.444926710220104e-08,5.728997269212385e-08,6.026700810772835e-08,6.33657203834521e-08,6.688220843436097e-08,7.091510136927711e-08,7.559091005137395e-08,8.111741115154793e-08,8.778324284508096e-08,9.62610660739694e-08,8.553514322052421e-08,9.249498231489445e-08,1.008397076518094e-07,1.097477921559569e-07,1.1944542532576085e-07,1.3011927299338903e-07,1.4240952963373107e-07,1.58286034482568e-07,1.7896806933858893e-07,2.1467150572954893e-07
DAC,PT,2.081968906001129e-08,2.5697703972112222e-08,2.9409005895356816e-08,3.2611746822541565e-08,3.541059961697371e-08,3.81500628730725e-08,4.089581036249132e-08,4.366520799544126e-08,4.648228067698277e-08,4.932236979082499e-08,5.224491919774017e-08,5.5353973956961553e-08,5.87594816486452e-08,6.254519397964273e-08,6.671411603981732e-08,7.144160353801683e-08,7.682483174439878e-08,8.308646898801425e-08,9.059251585806981e-08,1.0002531741166866e-07,9.194084599013316e-08,1.0012163873633604e-07,1.0953546764998624e-07,1.194275202575802e-07,1.3005237692593276e-07,1.4127543064707202e-07,1.5381635074501787e-07,1.690737475171318e-07,1.8947493419974868e-07,2.264389512760196e-07
DAC,RO,1.9964600687004364e-08,2.5861022505032188e-08,2.9658733097381557e-08,3.257021605928849e-08,3.5211674977907505e-08,3.763975158772274e-08,4.010007944014836e-08,4.259035338848534e-08,4.5138084115181986e-08,4.7707881004948245e-08,5.0380061605903136e-08,5.323081828199076e-08,5.6372328262728863e-08,5.980626170779298e-08,6.359744189256274e-08,6.786566186853142e-08,7.272201534669323e-08,7.844264004217835e-08,8.529724795331422e-08,9.393961557348084e-08,8.567333319111451e-08,9.195156366991357e-08,1.0080947552513863e-07,1.113066839932828e-07,1.2264308030290385e-07,1.3396016003755862e-07,1.4613777431160194e-07,1.6099696827312332e-07,1.8080970629018815e-07,2.1886781857700263e-07
DAC,SE,2.1293082523608187e-08,2.618451095950939e-08,3.011979418820813e-08,3.356031609344843e-08,3.643169535680867e-08,3.907103737282943e-08,4.166769295568026e-08,4.4353832203146235e-08,4.712505239563107e-08,4.9983820170171614e-08,5.300874387639887e-08,5.62345453136906e-08,5.97856534705349e-08,6.368968790333781e-08,6.800640258371589e-08,7.289599417345804e-08,7.850371800296069e-08,8.513574908648756e-08,9.318936913388623e-08,1.0344698746954863e-07,9.579108021926422e-08,1.0472433796392888e-07,1.1556986727819715e-07,1.2748536027367925e-07,1.4149599228175843e-07,1.5838596814744545e-07,1.7736218623514035e-07,1.9992032113421418e-07,2.2859143911866896e-07,2.7816510470731103e-07
DAC,SI,2.188906794230804e-08,2.6887675204908415e-08,3.073095368520413e-08,3.420276687066933e-08,3.725504439279879e-08,4.0070829204111445e-08,4.282245918397136e-08,4.553873710798359e-08,4.816194726180648e-08,5.070220503283596e-08,5.3245512531428685e-08,5.578830633436053e-08,5.8667108797120485e-08,6.187430530132113e-08,6.552727647102565e-08,6.970110800415111e-08,7.45064255723179e-08,8.014637802042492e-08,8.692555630737064e-08,9.545272990483824e-08,8.492466046214342e-08,9.128593835750545e-08,9.927969384008267e-08,1.0747003920030726e-07,1.1614103497941705e-07,1.253029909044263e-07,1.3574786274136123e-07,1.488692991387728e-07,1.674429455814031e-07,1.999734176545293e-07
DAC,SK,1.986582249002069e-08,2.580665085999665e-08,2.9633847031598683e-08,3.279017994509347e-08,3.535795593961291e-08,3.7896365873524754e-08,4.0288090549348266e-08,4.2694301136651996e-08,4.517454577783737e-08,4.771019991825432e-08,5.032396236226394e-08,5.312727359930658e-08,5.622416299778374e-08,5.962548688952914e-08,6.343590040288343e-08,6.76862663627962e-08,7.251435771243888e-08,7.812284984687517e-08,8.474610503185955e-08,9.290569802228032e-08,8.370345870223078e-08,8.873932278956786e-08,9.643014781588291e-08,1.0485170200649283e-07,1.141275644396413e-07,1.2379561919442217e-07,1.350993700165337e-07,1.4953788022229468e-07,1.6893986032288835e-07,2.030945074264982e-07
DAC,UK,2.1148904963422228e-08,2.6786545934373956e-08,3.072746863919209e-08,3.401240803522637e-08,3.6789561393518705e-08,3.9557257457209096e-08,4.2376201240826776e-08,4.5314277596328536e-08,4.8272719443683426e-08,5.124612360339161e-08,5.4463364455951165e-08,5.7584121116179956e-08,6.113494174375076e-08,6.50801943202292e-08,6.950477548567992e-08,7.454781577587357e-08,8.028558470493831e-08,8.707575866292323e-08,9.533814895579114e-08,1.0585099331857683e-07,9.876258637370071e-08,1.0786318936729738e-07,1.1840186345534328e-07,1.2964936122877405e-07,1.4244385957392638e-07,1.5737423113137506e-07,1.7348257126856003e-07,1.9480558341806304e-07,2.2313391303818853e-07,2.731860953809065e-07
battery,AT,1.6633030670288203e-07,1.6671449757281458e-07,1.6688457326844432e-07,1.5297628403603183e-07,1.395776897672354e-07,1.5134819992471346e-07,1.5451593572044727e-07,1.601077391191765e-07,1.6107888895940793e-07,1.6195480203787912e-07,2.0945862700784513e-07,2.1666895721299858e-07,2.2474111323143444e-07,2.2846611371654727e-07,2.3691057414576096e-07,2.7266121029415734e-07,2.839886634705304e-07,2.8090582630421505e-07,2.9225318610859566e-07,3.134140553999965e-07,3.7459306144911207e-07,4.0056852657073577e-07,4.2730964977182286e-07,4.545487695546383e-07,4.843645386200934e-07,5.226052225358544e-07,5.596264612093617e-07,5.977873946614187e-07,6.410061567363725e-07,6.971351056618215e-07
battery,BE,1.6656743361375877e-07,1.6705206097013702e-07,1.672216543305947e-07,1.53274288365938e-07,1.3983113895533199e-07,1.5135418313563742e-07,1.545953720741159e-07,1.601642471715189e-07,1.6111850968140184e-07,1.6203221708672717e-07,2.0973322056922149e-07,2.1666548186466173e-07,2.2459159282052956e-07,2.2823654824319548e-07,2.3661842075971473e-07,2.7245128157829827e-07,2.833159998412729e-07,2.802979588933992e-07,2.915511650457103e-07,3.125310942263801e-07,3.7154534775477494e-07,3.980756746735843e-07,4.2451164593733165e-07,4.5083733415467504e-07,4.800554505944318e-07,5.184891443639092e-07,5.550720302434859e-07,5.91813012969555e-07,6.349480456496507e-07,6.909410362916936e-07
battery,BG,1.6636698407901255e-07,1.6674503296201072e-07,1.6691485641939027e-07,1.530065096320278e-07,1.3961445812045485e-07,1.514344672865487e-07,1.5457310678328057e-07,1.6004145196757962e-07,1.6094453494193388e-07,1.615846517839879e-07,2.0926480314358557e-07,2.1658186167135175e-07,2.250611877511733e-07,2.2898135950256713e-07,2.374471486084066e-07,2.7502856302305536e-07,2.8736428360454576e-07,2.840496900439783e-07,2.9623406677599767e-07,3.166305923580321e-07,3.807094650424576e-07,4.044705125352294e-07,4.2944890003931223e-07,4.5992572605209377e-07,4.905993330046885e-07,5.249835359376964e-07,5.642765152207284e-07,6.034141999031705e-07,6.388934428166023e-07,6.982949091694819e-07
battery,CH,1.6649476984685e-07,1.6687268342008006e-07,1.6704277145248898e-07,1.531215992228533e-07,1.3970925316483996e-07,1.5154075687305524e-07,1.54749779692274e-07,1.6026916116646222e-07,1.6120236968177622e-07,1.6204920436697493e-07,2.0934543293655404e-07,2.1659510477451573e-07,2.246160180708446e-07,2.2834023307208138e-07,2.3705605267087803e-07,2.737505685068212e-07,2.847756601059667e-07,2.8156061279705365e-07,2.9277883753765805e-07,3.1391197479261627e-07,3.7565946879383313e-07,4.01293470048593e-07,4.280558823852071e-07,4.55618768360949e-07,4.844280343272242e-07,5.265764438063503e-07,5.65657783140221e-07,6.041141881935628e-07,6.475713570275401e-07,7.028224843967825e-07
battery,CZ,1.6638721035294072e-07,1.6676325421062405e-07,1.6693284750681764e-07,1.5302124202983936e-07,1.3961841551526718e-07,1.5136969820575518e-07,1.5449637486811998e-07,1.602425516035989e-07,1.6121944314276452e-07,1.6213638966821217e-07,2.100191503741786e-07,2.1720034737053406e-07,2.2529837344471457e-07,2.2908639484174925e-07,2.378470065880513e-07,2.74272773392159e-07,2.8579742766069323e-07,2.8258523092934364e-07,2.9370860323496595e-07,3.14873523532923e-07,3.7657728841118554e-07,4.0158597738492094e-07,4.278707711720215e-07,4.5618429218502175e-07,4.862129406466742e-07,5.260437537252013e-07,5.650164496276456e-07,6.04849574645555e-07,6.496310689805239e-07,7.053996996241924e-07
battery,DE,1.6558663152343203e-07,1.6597107272132123e-07,1.6613911511784377e-07,1.522694945845403e-07,1.3886509761985914e-07,1.5040644731420678e-07,1.535791966352588e-07,1.5915043785885813e-07,1.60139289773418e-07,1.6105849319203394e-07,2.088831897401225e-07,2.158188690899058e-07,2.240373856213204e-07,2.271244776087464e-07,2.3567759127322384e-07,2.719499921482208e-07,2.826211268501491e-07,2.7972867046824375e-07,2.90979619671447e-07,3.1189596222189997e-07,3.7218182368245676e-07,3.9727556450603953e-07,4.233760864668725e-07,4.497635608785677e-07,4.789465787082811e-07,5.170940433032821e-07,5.540747989127016e-07,5.90856874651117e-07,6.341803553044385e-07,6.896941549950883e-07
battery,DK,1.6630985964661161e-07,1.6666751900100775e-07,1.668388207875162e-07,1.5294182492697292e-07,1.3956766998809478e-07,1.51599387406785e-07,1.5470744867128287e-07,1.5996827734993638e-07,1.6076934896557152e-07,1.612140959621337e-07,2.0789407899821426e-07,2.1528559046552932e-07,2.231087923575204e-07,2.2661313093694794e-07,2.34256009603488e-07,2.693605471046364e-07,2.7924445359119656e-07,2.7613078058149537e-07,2.872988681296106e-07,3.075681290129169e-07,3.6473156659694734e-07,3.8964264804778204e-07,4.1611456633901406e-07,4.42614042718396e-07,4.726895374407435e-07,5.09238339881284e-07,5.465441605496762e-07,5.871558376022066e-07,6.318550334705469e-07,6.902625890236519e-07
battery,EE,1.6539704452317663e-07,1.6579682205237327e-07,1.6596949178219295e-07,1.5218365686555028e-07,1.3892791042262164e-07,1.5122751234888605e-07,1.5442995508014632e-07,1.5986647214637854e-07,1.607720390220413e-07,1.6141358455882633e-07,2.0813853914274803e-07,2.1553082543705045e-07,2.2345918852107634e-07,2.2660176413460902e-07,2.3454542460754054e-07,2.7022297743069825e-07,2.7942648448530373e-07,2.764645966371785e-07,2.8739060437016256e-07,3.0788831778755056e-07,3.6526816788685854e-07,3.897604805092079e-07,4.1601072542091064e-07,4.4229291932812794e-07,4.728496788266306e-07,5.099053904631128e-07,5.462733000853674e-07,5.874094057242047e-07,6.323600794806562e-07,6.898819886073563e-07
battery,EL,1.667324284440427e-07,1.671248517072524e-07,1.6729504069878598e-07,1.5335211031267005e-07,1.3990585739298381e-07,1.5151901327898898e-07,1.546268803881209e-07,1.600826924149103e-07,1.6101675813610135e-07,1.6159402416474843e-07,2.087320128494546e-07,2.1622795847308034e-07,2.2449382702655052e-07,2.281667241751235e-07,2.3638874093107373e-07,2.73790914622688e-07,2.868492831005677e-07,2.8446650909964887e-07,2.9704317205952475e-07,3.176972992927158e-07,3.8277603868521436e-07,4.05026910725629e-07,4.3215964392117115e-07,4.600736151782649e-07,4.914893401390704e-07,5.261708401092429e-07,5.64948843281472e-07,6.04058865290031e-07,6.437818453915787e-07,6.990748293420211e-07
battery,ES,1.6648389571508066e-07,1.6687349492389818e-07,1.6704142482684026e-07,1.5309809615059554e-07,1.3965397682598307e-07,1.512520292074805e-07,1.5438769891284347e-07,1.597370351691609e-07,1.6063046076409892e-07,1.6134019034816764e-07,2.072100328875321e-07,2.1531800021532792e-07,2.2375586292293132e-07,2.2740107374574135e-07,2.3593454966963516e-07,2.7248941008605453e-07,2.8211613059972e-07,2.7891997496668723e-07,2.894229459913311e-07,3.1100745887713186e-07,3.7213626077295016e-07,3.9791148169938237e-07,4.249354299929027e-07,4.52034941792497e-07,4.872664167889242e-07,5.251060739076446e-07,5.562100247035003e-07,5.998215649149432e-07,6.450600607928361e-07,6.933669437324241e-07
battery,FI,1.6645595748218488e-07,1.6693229701022503e-07,1.671026581792224e-07,1.531681171001152e-07,1.397440558243156e-07,1.5144463546508593e-07,1.5465561093714232e-07,1.59970205219375e-07,1.6083107244080554e-07,1.6137509743222035e-07,2.08304674662739e-07,2.156134612786114e-07,2.2349343659033283e-07,2.2694235705138395e-07,2.343932286016338e-07,2.69670169984077e-07,2.790446611988199e-07,2.7606032291262083e-07,2.8718703514740344e-07,3.0747045381022205e-07,3.6458699652699745e-07,3.891853196055715e-07,4.1545749518768197e-07,4.41576186597863e-07,4.720042632135875e-07,5.087369752469219e-07,5.455709693604042e-07,5.860863271663482e-07,6.310934248898131e-07,6.895322874725557e-07
