technology,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
DAC,AT,2.153212646720598e-08,2.6409606227676063e-08,3.009031321115918e-08,3.328649345353489e-08,3.597326628211429e-08,3.8647621982960035e-08,4.1202871438543404e-08,4.373100451697541e-08,4.6186150904871906e-08,4.86571691236334e-08,5.1209619921492504e-08,5.395212398611695e-08,5.696338951255378e-08,6.02888111562393e-08,6.396909794040377e-08,6.806627250390574e-08,7.272212367439583e-08,7.816423947107055e-08,8.47163281447939e-08,9.294758412137171e-08,8.217641838817821e-08,8.757974349010017e-08,9.444378657931872e-08,1.0171308749570948e-07,1.0962027682496159e-07,1.1774068030660222e-07,1.2729448240284292e-07,1.3949311606913815e-07,1.5620668173726423e-07,1.8622841775792148e-07
DAC,BE,1.9965211767301357e-08,2.6121173885176156e-08,3.022538822236446e-08,3.3635073190098026e-08,3.6471026776618805e-08,3.906512823433426e-08,4.1567333440594505e-08,4.401403018197233e-08,4.639390464878222e-08,4.878656833422426e-08,5.121649533878722e-08,5.383673853016798e-08,5.6742273885434004e-08,5.998288748669623e-08,6.365437559446583e-08,6.773421467963574e-08,7.2375538589577e-08,7.775213717372339e-08,8.416641225612167e-08,9.220148697911419e-08,8.287165306731873e-08,8.751322995504053e-08,9.466140345120377e-08,1.0259642841435373e-07,1.1161762227340785e-07,1.2137240498050257e-07,1.3189036887540028e-07,1.453064898041819e-07,1.6347672251541632e-07,1.9662460917912016e-07
DAC,BG,2.1935934639223794e-08,2.6788226752753334e-08,3.064356418873754e-08,3.402110758716363e-08,3.703564657509874e-08,3.993142376637804e-08,4.2772302183113446e-08,4.550212169885349e-08,4.83090909759473e-08,5.0988255392117444e-08,5.3682291548777136e-08,5.648173455672197e-08,5.940674445101049e-08,6.24308990526608e-08,6.588346092367477e-08,6.986946861261371e-08,7.452359952140116e-08,8.007988615863374e-08,8.681233403982768e-08,9.544483718860963e-08,8.582692993132769e-08,9.29228861647111e-08,1.0165108213058513e-07,1.1216033374419838e-07,1.2361772925798303e-07,1.3552100206704334e-07,1.4811963162468846e-07,1.6349881645512446e-07,1.8369570859512308e-07,2.2219621249288557e-07
DAC,CH,2.1659101577335335e-08,2.653590340293335e-08,3.0321486240327004e-08,3.360603422835243e-08,3.643134856380951e-08,3.9035826283876e-08,4.147303771184487e-08,4.373452355209891e-08,4.602704410164789e-08,4.839720477696303e-08,5.08951708140194e-08,5.356843720393281e-08,5.6532123379477235e-08,5.985037425893555e-08,6.352287017727955e-08,6.767624242191854e-08,7.2435657709593e-08,7.802164242970948e-08,8.479130389372686e-08,9.346229432576674e-08,8.358965083136855e-08,9.026850905756452e-08,9.848999893074067e-08,1.0718815093154802e-07,1.166058713596214e-07,1.2670350502591097e-07,1.386347736577182e-07,1.540787366928536e-07,1.745786993631582e-07,2.0986618986876525e-07
DAC,CZ,2.1837887557392768e-08,2.6657685818306538e-08,3.038094033706704e-08,3.364359614128537e-08,3.638009664985452e-08,3.9017265348053256e-08,4.1481822809477746e-08,4.3836509141890284e-08,4.629144661491009e-08,4.8829145423245545e-08,5.148008850149453e-08,5.4345490477524405e-08,5.752597690411789e-08,6.103442371116247e-08,6.496880656711735e-08,6.936709624432953e-08,7.435957572879325e-08,8.018863368949759e-08,8.713506787366914e-08,9.582378286761332e-08,8.544935906495441e-08,9.22253161242712e-08,1.0014622219920182e-07,1.0831630138955738e-07,1.1739222937575796e-07,1.272132504528528e-07,1.3874112286278382e-07,1.5324441647240673e-07,1.7249266031132256e-07,2.0648330467836195e-07
DAC,DE,1.964852214623899e-08,2.594330858358507e-08,3.004895044491665e-08,3.342471884109382e-08,3.6260794740760035e-08,3.880632207933659e-08,4.129685001014685e-08,4.3864269082169784e-08,4.6350909741970696e-08,4.871441200141486e-08,5.113238196950094e-08,5.371949533280063e-08,5.652711545135978e-08,5.96441502423913e-08,6.312715117494609e-08,6.708035408501395e-08,7.161513857915361e-08,7.688975969350541e-08,8.322157078049243e-08,9.10940458313589e-08,8.160493666225451e-08,8.551077135131713e-08,9.203596228161224e-08,9.940344729086575e-08,1.0791572337231263e-07,1.1787875683324906e-07,1.2904939509690857e-07,1.415758459420158e-07,1.5798932659159496e-07,1.8609361189941216e-07
DAC,DK,2.0668135777838694e-08,2.633346658170815e-08,3.0252626175318316e-08,3.347941012322326e-08,3.619824505940453e-08,3.8892116282047975e-08,4.158355116980215e-08,4.432263945996171e-08,4.7136467590276025e-08,5.002196273053551e-08,5.308768586681113e-08,5.633608852250765e-08,5.988210390463321e-08,6.381156394096963e-08,6.814370670128181e-08,7.30541353877897e-08,7.868665833934718e-08,8.530082105774497e-08,9.327005212244424e-08,1.0326113049920294e-07,9.551855645454385e-08,1.0323904347618574e-07,1.1285054294410003e-07,1.234276018550953e-07,1.3538328042038745e-07,1.4927524127504745e-07,1.6555534890216666e-07,1.8641197389915183e-07,2.1356959679957892e-07,2.6094359980195103e-07
DAC,EE,1.9977727090586972e-08,2.599804918651829e-08,2.9847010209673364e-08,3.295151582414389e-08,3.550119619990246e-08,3.794259256825863e-08,4.03153784830591e-08,4.2647759851478e-08,4.5090833301679585e-08,4.758109287703449e-08,5.018345987725905e-08,5.296714743449638e-08,5.5991265512354675e-08,5.9301812640739393e-08,6.300649039647923e-08,6.713876809226991e-08,7.184239771084817e-08,7.736348136577554e-08,8.404123907710377e-08,9.248255570896631e-08,8.390589924390151e-08,8.95805675049902e-08,9.799192981788195e-08,1.0737636144628417e-07,1.181383796293907e-07,1.302992936934671e-07,1.442256766347166e-07,1.6148220894935575e-07,1.8390946786195082e-07,2.2209902278136863e-07
DAC,EL,2.1710270350447385e-08,2.658089274147382e-08,3.04345457885987e-08,3.388964282017579e-08,3.702159759300732e-08,3.992444530074839e-08,4.272034331882904e-08,4.547870517117147e-08,4.812429821591844e-08,5.067262889996968e-08,5.3128315276637905e-08,5.5664625296887925e-08,5.816695409387726e-08,6.107653380479169e-08,6.44041513832585e-08,6.82192598970241e-08,7.267414413666385e-08,7.807654922459986e-08,8.452639691243724e-08,9.276580743273788e-08,8.22713232937245e-08,8.844661607254129e-08,9.62470996912723e-08,1.0489804192105919e-07,1.1404962078087936e-07,1.2414424806485178e-07,1.3570616168516578e-07,1.496054803410599e-07,1.6829566043176713e-07,2.0248231295210198e-07
DAC,ES,2.06230587185096e-08,2.5816270916701458e-08,2.9566550430103996e-08,3.275648661978629e-08,3.550123683685118e-08,3.820203403996784e-08,4.093047411394407e-08,4.3685452239990774e-08,4.652947715302799e-08,4.938273783643471e-08,5.2324827748985285e-08,5.542501700363256e-08,5.881763870813415e-08,6.259204759248453e-08,6.674276813824152e-08,7.14552772933139e-08,7.682318918411478e-08,8.306033855504596e-08,9.057225153237561e-08,1.0008560315061253e-07,9.239929519786198e-08,1.0054633993824883e-07,1.1006290949466372e-07,1.2005960034954213e-07,1.3077930018675243e-07,1.4208563979630177e-07,1.5468609532857172e-07,1.701334203530685e-07,1.9070506053434737e-07,2.27492111444442e-07
