technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
DAC,power,AT,2.957575993029892e-08,3.6275291937983324e-08,4.120376514213786e-08,4.5543133722068594e-08,4.929192971901011e-08,5.2912535812029456e-08,5.644289028961647e-08,5.990612451035076e-08,6.333942213176281e-08,6.679962323807513e-08,7.036361627094448e-08,7.416319350591663e-08,7.831637163373166e-08,8.286296225756815e-08,8.789290360510142e-08,9.35225816349241e-08,9.991963789987468e-08,1.0739667917518348e-07,1.1639833955352123e-07,1.2770644417031677e-07,1.1291155559395733e-07,1.203333699829447e-07,1.2976157443210288e-07,1.397464265595378e-07,1.506074594297262e-07,1.6176135564503717e-07,1.7488411700585064e-07,1.9163972455541167e-07,2.1459688145919648e-07,2.55833665879448e-07
DAC,power,BE,2.7423501858332983e-08,3.587911157321985e-08,4.138379154085858e-08,4.603687799647502e-08,4.996700035158244e-08,5.3484366472371284e-08,5.694463405104148e-08,6.029233750659749e-08,6.362698477365615e-08,6.698016689426406e-08,7.03824405884461e-08,7.401125822152902e-08,7.801454221525403e-08,8.24422812478601e-08,8.746061223052067e-08,9.30664788664151e-08,9.944358100509326e-08,1.0683063017711461e-07,1.1564299472819755e-07,1.2668163178136432e-07,1.1386650512004316e-07,1.202420093666101e-07,1.3006048519549004e-07,1.4095975209829594e-07,1.5335094180575132e-07,1.6674976295593647e-07,1.8119686252990697e-07,1.9962476710263185e-07,2.2458274983432315e-07,2.701135031324513e-07
DAC,power,BG,3.013041641402713e-08,3.6795351569410066e-08,4.195635759326791e-08,4.651852316572944e-08,5.0700077935847117e-08,5.467247775887786e-08,5.85867069443446e-08,6.244083788219719e-08,6.627520475418443e-08,7.00200910560754e-08,7.37965859887312e-08,7.763594766067297e-08,8.16513485354622e-08,8.577814317382596e-08,9.052240423054627e-08,9.599938741161422e-08,1.0239408078652659e-07,1.1002794305099884e-07,1.1927733839548074e-07,1.311365817981221e-07,1.1792576787751477e-07,1.2767251993909514e-07,1.3966125820442434e-07,1.540963908999672e-07,1.698338601953604e-07,1.8618377061975842e-07,2.0348879824047134e-07,2.246130972808573e-07,2.52354827025037e-07,3.052377441958055e-07
DAC,power,CH,2.9750168406862005e-08,3.644876922741749e-08,4.149408493668272e-08,4.598077650050137e-08,4.985686117033046e-08,5.342963488330488e-08,5.677234246853374e-08,5.992078543258375e-08,6.31276350024626e-08,6.64457502115681e-08,6.992951141300479e-08,7.363635455623419e-08,7.772126039100882e-08,8.223362647643238e-08,8.727998108597668e-08,9.298685024359992e-08,9.952615848128996e-08,1.0720081297179263e-07,1.1650132356461778e-07,1.2841343172503143e-07,1.1485272120661354e-07,1.2402656234150174e-07,1.3531930721408927e-07,1.4726677816197436e-07,1.6020262260332934e-07,1.7407237158669755e-07,1.904607360733953e-07,2.1167401214230777e-07,2.39832028743243e-07,2.883016654661202e-07
DAC,power,CZ,2.999574244401691e-08,3.661604520391219e-08,4.15920923510509e-08,4.601617055084911e-08,4.985469836795079e-08,5.3427280292701105e-08,5.682026247259613e-08,6.006602371638446e-08,6.349049370015906e-08,6.70348566573836e-08,7.074587329600155e-08,7.470231350481748e-08,7.906334508318285e-08,8.389474701147585e-08,8.926606767177976e-08,9.53093466679557e-08,1.021687835628448e-07,1.1017731477565165e-07,1.1972063406372895e-07,1.3165708804937016e-07,1.1740715001979678e-07,1.2671436264413208e-07,1.3759423634631317e-07,1.488163653410273e-07,1.612827358907905e-07,1.74772539700412e-07,1.9060681354338383e-07,2.1052801968389872e-07,2.3696672000115096e-07,2.8365505518285313e-07
DAC,power,DE,2.6988508304899088e-08,3.563480214712577e-08,4.10995404677182e-08,4.568955637399496e-08,4.9562754813031946e-08,5.300262855504269e-08,5.647395659830439e-08,5.998584072673121e-08,6.346532430551429e-08,6.685138649628546e-08,7.030723214434107e-08,7.39527634253424e-08,7.796473205893709e-08,8.236696037452312e-08,8.72292759512219e-08,9.26980107066824e-08,9.890952792746464e-08,1.0612048234407412e-07,1.1472274907382675e-07,1.2541277598576166e-07,1.1240291405137011e-07,1.1767859388105161e-07,1.2657386183241155e-07,1.36646016059224e-07,1.4830310777630317e-07,1.619879747246267e-07,1.7733156450231902e-07,1.9453745002123568e-07,2.1708242086059537e-07,2.556854634603393e-07
DAC,power,DK,2.8389013175413444e-08,3.617070923948605e-08,4.144502035664212e-08,4.582599906663747e-08,4.955393532605366e-08,5.3255551535434364e-08,5.696095128410765e-08,6.07242405628859e-08,6.464951190849396e-08,6.870239535352349e-08,7.294953655496722e-08,7.743182037795886e-08,8.231806626333448e-08,8.767457515619473e-08,9.362699710964681e-08,1.0037373195877535e-07,1.0811230970194767e-07,1.1719923277117614e-07,1.2814742932681102e-07,1.4187276314328537e-07,1.3123783994904462e-07,1.418424251972713e-07,1.5504443760724747e-07,1.6957270798484616e-07,1.859946010844172e-07,2.0507610238547564e-07,2.274378768043858e-07,2.5608579203963134e-07,2.933885329651e-07,3.5845977160329775e-07
DAC,power,EE,2.7440692459433577e-08,3.5709991884342784e-08,4.086008824022068e-08,4.5069395555958984e-08,4.8570834589038946e-08,5.1922716977346e-08,5.518982744229783e-08,5.843010030373878e-08,6.181487387698484e-08,6.530251558606108e-08,6.894410845584573e-08,7.278796899618221e-08,7.696149177086956e-08,8.152756251702468e-08,8.657070026073762e-08,9.224859469942036e-08,9.871127773433474e-08,1.0629678643953014e-07,1.1547106131985556e-07,1.2706769775077384e-07,1.1528710873176848e-07,1.230816303936055e-07,1.3463517726839887e-07,1.4752529740338172e-07,1.6230762123163185e-07,1.7901141848267883e-07,1.9814020073254722e-07,2.2184315723080695e-07,2.526484391198854e-07,3.0510424787903936e-07
DAC,power,EL,2.982045200619878e-08,3.6510564976115245e-08,4.169516726042609e-08,4.6362259985706e-08,5.069079141695715e-08,5.467181105121101e-08,5.85175434332841e-08,6.228925983933543e-08,6.599177876087764e-08,6.956119509576896e-08,7.303704285727039e-08,7.64859922835384e-08,7.996665554966833e-08,8.394314579754237e-08,8.849047747697712e-08,9.373271965441444e-08,9.985373492035775e-08,1.0727623098434685e-07,1.1613745679584274e-07,1.2745676220266958e-07,1.1304191358284024e-07,1.2152407520323389e-07,1.322385409202725e-07,1.4412116621270434e-07,1.5669144810072246e-07,1.7055706762470812e-07,1.8643809925853524e-07,2.0552970697259632e-07,2.3120187085565258e-07,2.781594358366078e-07
DAC,power,ES,2.8327096936573237e-08,3.546030774483915e-08,4.0531786130201934e-08,4.4859233384627725e-08,4.86021719190721e-08,5.230329951907088e-08,5.6049203006083956e-08,5.986948886785285e-08,6.380289379114291e-08,6.779385221727618e-08,7.190247334145747e-08,7.618289174391935e-08,8.086147463940503e-08,8.59994910529685e-08,9.170271793170858e-08,9.817759758083314e-08,1.0555271502110612e-07,1.1412178602067587e-07,1.2444182678387534e-07,1.375109721860823e-07,1.2695333408623532e-07,1.3814382378311075e-07,1.5121544385691963e-07,1.6494654139954235e-07,1.7967073825920063e-07,1.9520072255925364e-07,2.1250825827349913e-07,2.337261522509299e-07,2.6198262252109255e-07,3.1251200186120136e-07
