technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
DAC,power,AT,6.317286996565558e-11,1.4309984438256733e-11,1.0527059916263173e-11,9.268751426136058e-12,8.007307423399243e-12,7.733497920263238e-12,7.540723378566462e-12,7.39735667325743e-12,7.333413061980638e-12,7.390878038611262e-12,7.612574248457617e-12,8.11577451112125e-12,8.871054621453031e-12,9.71137103302111e-12,1.0743792600137666e-11,1.2024810823614959e-11,1.366390600076195e-11,1.59707191742866e-11,1.922725643891771e-11,2.4153746994105886e-11,3.1571464815175216e-11,3.016274076335823e-11,3.066540074266797e-11,3.059607375223299e-11,3.120612357615762e-11,3.1557860739032496e-11,3.557051869035911e-11,4.318679435528274e-11,5.636916028476702e-11,9.547132047260516e-11
DAC,power,BE,5.85757160925763e-11,1.8060909821345152e-11,1.1757818991556704e-11,9.93884269727501e-12,8.39461468017833e-12,7.512980667068538e-12,7.391020021425258e-12,7.150586682466287e-12,7.122699084645164e-12,7.162288934436341e-12,7.2671469533381524e-12,7.751037505175883e-12,8.550885582219571e-12,9.457507864814979e-12,1.0718993234978964e-11,1.1973950453640521e-11,1.3621284630178184e-11,1.577849894216701e-11,1.8822926653025814e-11,2.357817296330496e-11,3.120301858363807e-11,3.167878140547481e-11,3.272976690635359e-11,3.3219325511397286e-11,3.4861796519415605e-11,3.613243079137732e-11,3.824955907226256e-11,4.651199690677805e-11,6.04321457879569e-11,1.0441451049423999e-10
DAC,power,BG,6.43575983379695e-11,1.4236086676819233e-11,1.1023742524469479e-11,9.744638621293741e-12,8.931666214814353e-12,8.484917989032995e-12,8.360667382072749e-12,8.232299462173496e-12,8.190084054493408e-12,7.998956440783252e-12,8.066471457330689e-12,8.200752786210754e-12,8.576766849638002e-12,8.814700338341717e-12,1.0133588706617731e-11,1.1698659548126506e-11,1.3658858943797784e-11,1.6305683752700006e-11,1.9756410341946875e-11,2.53309616771206e-11,3.613972559644686e-11,3.505483493636663e-11,3.663130105458994e-11,4.0577616805509615e-11,4.2546393401177585e-11,4.340779968758534e-11,4.532364862792189e-11,5.335312136290891e-11,6.744552465455224e-11,1.2095516306765132e-10
DAC,power,CH,6.354540085029874e-11,1.4307995452562093e-11,1.0776631741271729e-11,9.583428571407626e-12,8.279191926092603e-12,7.631329498155166e-12,7.1399156644675525e-12,6.724972694901267e-12,6.849727322469756e-12,7.087387141695912e-12,7.441201642440154e-12,7.917697480037213e-12,8.725227203977979e-12,9.638268522049634e-12,1.077885079878342e-11,1.2189688584678024e-11,1.3967751629662282e-11,1.6392814632741706e-11,1.9865590864931228e-11,2.544387909585766e-11,3.458016025324151e-11,3.3903024437976826e-11,3.4897570816803564e-11,3.510284144153923e-11,3.590973872237251e-11,3.725666629584095e-11,4.214493400069337e-11,5.203584666078336e-11,6.699434323136932e-11,1.1061696897469053e-10
DAC,power,CZ,6.406993907865496e-11,1.4140753318587958e-11,1.0628676325139087e-11,9.449688443928323e-12,8.198971699147997e-12,7.630919844689924e-12,7.2473005782924866e-12,6.93284140379254e-12,7.314557512507387e-12,7.570645039570062e-12,7.926611931672711e-12,8.450828767458619e-12,9.315022892580286e-12,1.0319718799691606e-11,1.1472967809344415e-11,1.2908249157124587e-11,1.465153612349029e-11,1.7105964550525303e-11,2.0384222412111882e-11,2.549588099386233e-11,3.3632530732008615e-11,3.4020659506814183e-11,3.386773588778193e-11,3.341979428031703e-11,3.482673739442866e-11,3.644470599712606e-11,4.106879915821187e-11,4.9483895646849035e-11,6.37867692541122e-11,1.0729542419309102e-10
DAC,power,DE,5.764658388255906e-11,1.8468204971472873e-11,1.1672504920810383e-11,9.804126036689194e-12,8.273027030145722e-12,7.347459443626933e-12,7.414644817306928e-12,7.501271308071344e-12,7.43206477832254e-12,7.23251970455955e-12,7.381574920154139e-12,7.786737318438153e-12,8.569435693069761e-12,9.4030177954867e-12,1.0385749356319898e-11,1.168104117688096e-11,1.3267600582459158e-11,1.5402366220252725e-11,1.8374164478250016e-11,2.28335529375592e-11,2.9857938106783666e-11,2.9736887049172306e-11,3.0672510564798764e-11,3.131792283325463e-11,3.317219922238222e-11,3.6577894173322285e-11,4.0188058048847234e-11,4.425248821989642e-11,5.5587395852514506e-11,8.968737449711536e-11
DAC,power,DK,6.063801714681928e-11,1.6621451983869423e-11,1.1265758551859618e-11,9.35762932283324e-12,7.962751696367688e-12,7.906532917803783e-12,7.914614435786867e-12,8.038264606274868e-12,8.384253080238814e-12,8.656828411584267e-12,9.07175671823465e-12,9.574013779065399e-12,1.0436863724364631e-11,1.1441330351477372e-11,1.2714181442246444e-11,1.4410808186203933e-11,1.652935264015719e-11,1.9409374798589788e-11,2.3384994975531373e-11,2.9316870655792665e-11,3.792216397422706e-11,3.927250428158671e-11,3.946483155035241e-11,4.03895465940339e-11,4.303938606904237e-11,4.86640046879998e-11,5.567864386043522e-11,6.922928820831833e-11,8.806170540608866e-11,1.476468968555656e-10
DAC,power,EE,5.861243466246322e-11,1.7662957046851446e-11,1.1000439825289822e-11,8.990944757777899e-12,7.478960921062488e-12,7.159512748132868e-12,6.97844265209887e-12,6.921118395992568e-12,7.229767259058898e-12,7.449490281687013e-12,7.778324999016825e-12,8.210362224100488e-12,8.914510131451488e-12,9.752979946437024e-12,1.0771979677049248e-11,1.2127799518894641e-11,1.3804082666212258e-11,1.6202402108550508e-11,1.959595545168868e-11,2.4770041649509015e-11,3.3449476213708554e-11,3.4311804094168506e-11,3.5678443571719774e-11,3.6523825909370285e-11,3.905352817455114e-11,4.2838285302410915e-11,4.783690500505803e-11,5.7549869514984264e-11,7.302885650039672e-11,1.1949340710732092e-10
DAC,power,EL,6.36955243531972e-11,1.4289865677165957e-11,1.1074143376274677e-11,9.968759637845258e-12,9.24560362584464e-12,8.503329627983578e-12,8.214360417719243e-12,8.056264678518522e-12,7.908461081885761e-12,7.624158246780086e-12,7.424298789793611e-12,7.366844812685413e-12,7.434584552473327e-12,8.49365500466129e-12,9.712953903894302e-12,1.119726033022259e-11,1.307429132385853e-11,1.5854212360934396e-11,1.8927292730438525e-11,2.4177671520604207e-11,3.290587230093675e-11,3.240748951288885e-11,3.395989681385721e-11,3.534966427794525e-11,3.6095320590509553e-11,3.81198460335233e-11,4.21357321318723e-11,4.883532342115216e-11,6.27433757060024e-11,1.0792400357405874e-10
DAC,power,ES,6.050576605625617e-11,1.523630837855659e-11,1.0832514374176488e-11,9.243287859089366e-12,7.99479607229508e-12,7.90548926391217e-12,8.001129115419533e-12,8.160007470506903e-12,8.401626140017198e-12,8.524558567104457e-12,8.775882297791814e-12,9.14283574706412e-12,9.993302271069299e-12,1.0974637457850411e-11,1.21819087943766e-11,1.3830134241060572e-11,1.5753013147719825e-11,1.8303259468498793e-11,2.2043274448748066e-11,2.791527335228552e-11,3.795499135434148e-11,3.913883369451643e-11,3.875307354524345e-11,3.857246964816642e-11,3.944520599434047e-11,4.1077035187601515e-11,4.4969467568216817e-11,5.348074514014602e-11,6.875653591316247e-11,1.1645368424369752e-10
