technology,capacity_type,location,0,1,2,3,4,5
biomass_plant,power,CH,8.259735153402468e-12,1.216921310366376e-11,1.8478547287784063e-11,2.993466535718736e-11,7.17249507279585e-11,3.152820127589388e-08
biomass_plant,power,CZ,7.818864271844735e-12,1.1484770623645581e-11,1.9458816775390335e-11,3.477785693050887e-11,8.355085868300365e-11,7.091366440331298e-10
biomass_plant,power,DE,7.39011359191254e-12,1.1508950702171452e-11,1.68312771418131e-11,2.7828565237083006e-11,5.712215629166464e-11,4.718124318191241e-10
biomass_plant,power,DK,7.642549708118578e-12,1.1519384023875414e-11,2.019489851913481e-11,3.5263231065504485e-11,7.842153173176415e-11,6.074133297001576e-10
biomass_plant,power,EE,8.253630939867362e-12,1.1380493148175743e-11,1.7178686789159504e-11,3.1251901280445144e-11,7.082719217405466e-11,6.545953438501164e-10
biomass_plant,power,EL,7.795081332962465e-12,1.207912270722276e-11,2.348983841692706e-11,6.365857766419151e-11,4.773889668440029e-09,1.8512679984759024e-08
biomass_plant,power,ES,6.8440483408916606e-12,1.0093001993440925e-11,1.7076782989907535e-11,3.520606397808217e-11,7.896416474648222e-11,4.949182565699821e-10
biomass_plant,power,FI,7.1717095552417265e-12,1.1616663671738047e-11,1.817183107017555e-11,3.145217846221879e-11,5.920966399009354e-11,5.820307417376541e-10
biomass_plant,power,FR,7.340894300202853e-12,1.2188433178819574e-11,2.0820533411880682e-11,3.615009135510497e-11,8.238062639304646e-11,6.24384520560401e-10
biomass_plant,power,HR,8.223642278441396e-12,1.1684149934440272e-11,2.1542408382470535e-11,3.3193844596831375e-11,8.208064699102939e-11,6.839771024324262e-10
biomass_plant,power,HU,7.67262607394032e-12,1.1224317567010317e-11,2.0556499520973194e-11,3.655779184732091e-11,8.195064505147503e-11,1.5734704974837527e-09
