technology,capacity_type,location,0,1,2,3,4,5
biomass_plant_CCS,power,FI,2.596601238987318e-07,4.3380906957616976e-07,8.073259383891931e-07,5.744215513911867e-06,312.1861256044396,312.1861263958031
biomass_plant_CCS,power,FR,2.652368292006602e-07,4.4108831174998166e-07,8.549878865840288e-07,320.9063017809705,338.9253739347728,338.92537434344257
biomass_plant_CCS,power,HR,3.1163008820699325e-07,4.6638990315543055e-07,1.647216862406198e-06,7.297140451740551,7.297140644273661,7.297141049383652
biomass_plant_CCS,power,HU,2.701310383758138e-07,3.979600480161464e-07,8.912633340822275e-07,1.9064446500641361e-06,2.8056302345836286e-06,1.2676343977384159e-05
biomass_plant_CCS,power,IE,2.9257685232298764e-07,4.7277314026986806e-07,8.697437815939728e-07,5.195382145196328e-06,21.941935305117255,21.94193542013671
biomass_plant_CCS,power,IT,3.322766769281021e-07,5.09431458480067e-07,1.6377335450298618e-06,119.1370730983886,119.13707326220162,119.13707359778772
biomass_plant_CCS,power,LT,3.102418917795267e-07,4.354306525512398e-07,7.764706062570241e-07,1.4584110205548695e-06,2.6881773039540474e-06,8.642058554715792e-06
biomass_plant_CCS,power,LU,2.914873105382112e-07,4.6292176487843173e-07,6.887279505833696e-07,2.0011882847196517e-06,6.466286231946709e-06,7.63592020194282e-05
biomass_plant_CCS,power,LV,3.121258723733118e-07,4.3822445154316423e-07,7.156363178863121e-07,1.5126915643147289e-06,2.6540359956396303e-06,9.919748610677872e-06
biomass_plant_CCS,power,NL,3.369962811576627e-07,4.3659833070259775e-07,1.4136075445211122e-06,37.887901651774484,131.97671702782378,183.0128616487027
biomass_plant_CCS,power,NO,2.531582664770683e-07,3.7658724680121156e-07,9.848437385938374e-07,65.52536829231902,71.11807500150853,71.11807516683822
biomass_plant_CCS,power,PL,2.6861971927827824e-07,3.8563244433536376e-07,6.914194714611966e-07,2.307503669821931e-06,5.619136846891464e-06,1.9272143888180248e-05
biomass_plant_CCS,power,PT,2.431593730286685e-07,3.222645059908163e-07,4.979662292151624e-07,9.745383422439094e-07,1.5826506274877824e-06,8.03016348521833e-06
biomass_plant_CCS,power,RO,2.8243195894397246e-07,4.48570787134524e-07,8.798175509695986e-07,1.8562936811144343e-06,3.2424787911186995e-06,1.1952544170662355e-05
biomass_plant_CCS,power,SE,2.695806254842581e-07,4.631486261312005e-07,9.700996018406414e-07,2.8192124784311e-05,531.5563833960184,531.5563836429343
biomass_plant_CCS,power,SI,2.794009098562876e-07,4.176877445519654e-07,1.0904970038152777e-06,4.450819817229044e-06,4.664074507123328e-06,1.564812454909211e-05
biomass_plant_CCS,power,SK,3.2053593282993336e-07,5.095231873276843e-07,9.405005199373764e-07,1.7626125714463574e-06,3.6318480890809255e-06,2.2056987129052426e-05
biomass_plant_CCS,power,UK,2.853856632488094e-07,4.152502955387629e-07,7.21181338131908e-07,0.00011888074974175091,52.344141926352314,52.344142315666495
carbon_pipeline,power,AT-CH,3.0073226482242434e-07,3.737753852366564e-07,4.3819680715102286e-07,7.357758114035878e-07,1.7695355104502662e-06,6.814884976257657e-06
carbon_pipeline,power,AT-CZ,2.723092676487521e-07,3.303814139376566e-07,3.9869059865599587e-07,4.6829971027303825e-07,9.260048099613772e-07,4.6886295401875664e-06
carbon_pipeline,power,AT-DE,3.593690321378693e-07,4.3545760149009256e-07,5.198704086066227e-07,6.043671885459736e-07,1.1453772084408705e-06,1.9037255113883107e-05
carbon_pipeline,power,AT-HU,2.8267331871672497e-07,3.579057728305997e-07,4.5324787172168273e-07,5.534130293002368e-07,9.76827678746069e-07,4.489309596678554e-06
carbon_pipeline,power,AT-IT,2.9939563739892885e-07,6.144403275785464e-07,1.841301714590934e-06,3.431124253516156e-06,5.280395780326168e-06,1.3466654065782608e-05
carbon_pipeline,power,AT-SI,2.6495735232915794e-07,3.78996037842814e-07,7.015201240619393e-07,9.591299764512826e-07,1.8523281617992667e-06,1.0325420295482386e-05
carbon_pipeline,power,AT-SK,2.832501763326425e-07,3.548991603282605e-07,4.400506092226408e-07,5.278771835779634e-07,9.006943242114278e-07,3.803488013989197e-06
carbon_pipeline,power,BE-DE,2.727755128758466e-07,3.583448787231875e-07,4.6131722301355543e-07,5.206547730332227e-07,6.51976323904819e-07,3.7498079560365225e-06
carbon_pipeline,power,BE-FR,2.855542022275037e-07,3.7434191327994053e-07,5.311186178340714e-07,1.7080671059663244e-06,1.8651511107332464e-06,3.281854881336979e-05
carbon_pipeline,power,BE-LU,2.3330351502993708e-07,2.9886566512184556e-07,3.8561545626290877e-07,4.86855448776176e-07,5.897000416890275e-07,4.369948524595402e-06
carbon_pipeline,power,BE-NL,2.730536637216537e-07,3.79233455315714e-07,7.999187426061017e-06,8.00562513547217e-06,8.016552831955884e-06,8.217403106534976e-06
carbon_pipeline,power,BE-NO,3.638839185258947e-07,4.825058758565219e-07,6.578134700650876e-07,9.209023081778792e-07,2.42710051925646e-06,9.907884486074583e-06
carbon_pipeline,power,BE-UK,3.200565195742671e-07,5.395073203596489e-07,1.1678655112461279e-06,8.89694437983414,17.404777496306853,17.404778135890407
carbon_pipeline,power,BG-EL,3.203727706313986e-07,7.523323380065925e-07,1.7337173000128852e-06,3.829589006984628e-06,17.65928349686479,17.659289605175736
carbon_pipeline,power,BG-RO,2.7913791365575104e-07,3.3482553730944697e-07,4.0018057404291306e-07,4.846763471436072e-07,6.123220800183437e-07,3.3148881742439225e-06
carbon_pipeline,power,CH-AT,2.777033070982498e-07,3.67407924080981e-07,5.052244647402543e-07,5.544285532093956e-07,6.388832364127093e-07,4.002676684217205e-06
carbon_pipeline,power,CH-DE,3.2717241918031603e-07,4.1808908546592315e-07,5.632005941057666e-07,6.001907225611475e-07,7.545838528812964e-07,5.910238303929594e-06
carbon_pipeline,power,CH-FR,3.417031313368285e-07,4.126981802870632e-07,8.250656560116176e-07,5.476910220231757,6.714422389174443,6.714425766086567
carbon_pipeline,power,CH-IT,2.9333293833964196e-07,5.480936418726159e-07,1.2904901585675314e-06,1.3178797287091782e-06,1.3615878682584902e-06,9.832632346100319e-06
carbon_pipeline,power,CZ-AT,2.7313092232234466e-07,3.964901607583643e-07,5.433346731766615e-07,7.734175516697522e-07,7.975331031424565e-07,4.44882415555578e-06
