technology,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
DAC,PT,1.954301799099888e-06,2.217718763908602e-06,2.408461532118034e-06,2.609114584790306e-06,2.7463090096341005e-06,2.8883850748421227e-06,3.0522630660868463e-06,3.2484957356132914e-06,3.454865974853016e-06,3.6763794985498138e-06,3.9132010786568105e-06,4.139776521817123e-06,4.4047374962471795e-06,4.698801624386316e-06,5.035196916704473e-06,5.4084568336950816e-06,5.81171333533676e-06,6.249984173175996e-06,6.766745191988083e-06,7.410580544859883e-06,7.454203300428934e-06,8.222984466486503e-06,8.891781313412978e-06,9.503925220475216e-06,1.0316953842255615e-05,1.1125204318761403e-05,1.1942074149388852e-05,1.2753751923778971e-05,1.3422518802299314e-05,1.4360952589661377e-05
DAC,RO,1.8261422720285226e-06,2.254111408736192e-06,2.4453565218145307e-06,2.621284665072978e-06,2.737801593577216e-06,2.8766435134376622e-06,3.01905384837255e-06,3.1536550710516052e-06,3.313671156453848e-06,3.5087362136333345e-06,3.7298759273293595e-06,3.928193605272493e-06,4.165699338467724e-06,4.429733428783829e-06,4.704966998889356e-06,4.98893881071681e-06,5.305210284317439e-06,5.673497832724853e-06,6.0878810482372764e-06,6.67587984075039e-06,6.680290635130416e-06,7.243429990770985e-06,7.823830030153262e-06,8.376825173148184e-06,9.065824638466621e-06,9.75987610354114e-06,1.0435783865026129e-05,1.1126298051762099e-05,1.1705656703562361e-05,1.2555376180773603e-05
DAC,SE,2.0379201046150506e-06,2.2859729035613134e-06,2.481304064163285e-06,2.7055622962261963e-06,2.8975294435896048e-06,3.0340852006729905e-06,3.1745309020097167e-06,3.3246246421548653e-06,3.526800750041669e-06,3.758272593759014e-06,4.037330878060389e-06,4.240443297356752e-06,4.501222180622225e-06,4.809707779249184e-06,5.158797355971938e-06,5.526534470600305e-06,5.9106022569017194e-06,6.452390899710697e-06,7.060418102791089e-06,7.834552159106892e-06,7.771215645098236e-06,8.283228272475312e-06,8.916394879487626e-06,9.516228663292177e-06,1.0350838380421871e-05,1.1067106693481337e-05,1.1572492849386377e-05,1.2264658130741588e-05,1.2837414223508249e-05,1.3667409966872577e-05
DAC,SI,2.0557436121785447e-06,2.308456923734469e-06,2.5032755565368546e-06,2.7643381463154537e-06,2.9788019022172746e-06,3.168663744232014e-06,3.363633440207108e-06,3.5566740606270493e-06,3.756734330478173e-06,3.956832680193801e-06,4.1522429813213395e-06,4.287210061889941e-06,4.4055171511952e-06,4.574878730311842e-06,4.803929996149747e-06,5.089475496658954e-06,5.407965907336891e-06,5.787995542427386e-06,6.204899040668658e-06,6.834862164970656e-06,6.719098953121478e-06,7.262692583565758e-06,7.810428710757503e-06,8.2694457974227e-06,8.850900411322008e-06,9.507248900532191e-06,1.0099840801273528e-05,1.0795256617745097e-05,1.1554928325868798e-05,1.2562769440036956e-05
DAC,SK,1.904343453476858e-06,2.2769257785526796e-06,2.4694406425830143e-06,2.6823281682194678e-06,2.8231061494582333e-06,2.974654366984982e-06,3.1264147705781964e-06,3.275742838268257e-06,3.440522916941082e-06,3.616799973942044e-06,3.804023342948179e-06,3.970427616398998e-06,4.176132953740295e-06,4.403436162231236e-06,4.6431771516603914e-06,4.9188365651229585e-06,5.2195101454268915e-06,5.5600521382006775e-06,5.969760250103298e-06,6.563651297277114e-06,6.463219462225898e-06,6.988256819360503e-06,7.551747351688124e-06,8.051302810686439e-06,8.685950620190147e-06,9.265989400462489e-06,9.843956621656983e-06,1.0443392244370466e-05,1.1074125119278242e-05,1.189471129436315e-05
DAC,UK,1.892825681070095e-06,2.2764036447813866e-06,2.487943906867123e-06,2.7013036233229753e-06,2.827010861118638e-06,2.9754234900747187e-06,3.1525635917001933e-06,3.3493765786189245e-06,3.57794825328198e-06,3.814671548385318e-06,4.063967114107565e-06,4.280678137391599e-06,4.5493261007571755e-06,4.862031599044795e-06,5.230882641962328e-06,5.6360827341466e-06,6.06459832376537e-06,6.484350633435849e-06,7.013694488404616e-06,7.671405998422463e-06,7.4503162420341455e-06,8.177484100054012e-06,8.91729729393461e-06,9.571113696681829e-06,1.0513287796106903e-05,1.1453481003154652e-05,1.2380350193933905e-05,1.3262908104892689e-05,1.3935637365426556e-05,1.4931966516884616e-05
battery,AT,3.0586553411600254e-06,3.0617620238566362e-06,3.0631890090306994e-06,2.8036791097979854e-06,2.5463193950449667e-06,2.7221871517695443e-06,2.815473762088474e-06,3.0575365633888086e-06,3.1437090227064166e-06,3.2872713531380596e-06,5.0794414513405536e-06,5.438500211278952e-06,5.736226721644969e-06,5.824168078802478e-06,6.47671955419193e-06,8.378702656934553e-06,8.788729888737821e-06,8.59108617822599e-06,9.509407449921018e-06,1.0917014031722389e-05,1.693374519683743e-05,1.7967726993961686e-05,2.0350573591090467e-05,2.338998798257558e-05,2.82787231604988e-05,3.417500277987169e-05,3.81628856852376e-05,4.8034777341115353e-05,6.433456738586049e-05,7.790655457373972e-05
battery,BE,2.889637955071787e-06,2.8946728689979177e-06,2.896389191837538e-06,2.651512071476455e-06,2.409978284952282e-06,2.684505067217111e-06,2.78080602285414e-06,2.973743194216072e-06,3.070398180240075e-06,3.2162301079254346e-06,4.904257541030112e-06,5.271577540523772e-06,5.504436839583171e-06,5.58929269634213e-06,6.048027652141504e-06,7.82713766001209e-06,8.358883411429758e-06,8.17950239008618e-06,8.87140083000966e-06,1.0132226366460048e-05,1.5144851078825437e-05,1.5735842416844155e-05,1.758649218959763e-05,1.9963243831174996e-05,2.2777887416655007e-05,2.7104128698156573e-05,3.064836461804048e-05,3.92641959772881e-05,4.632125308921647e-05,5.431833728143804e-05
battery,BG,2.8573068415874613e-06,2.862443754671313e-06,2.8640352309451707e-06,2.6218213661776845e-06,2.3818579835961606e-06,2.650429683353863e-06,2.7291017716148252e-06,2.8986204057070424e-06,2.9665079191751727e-06,3.1842352357782047e-06,5.084452619390209e-06,5.345681659454143e-06,5.6177842452340845e-06,5.891225057325241e-06,6.4703855507974114e-06,8.787749319152614e-06,9.261438246838885e-06,9.055878910724765e-06,9.971116311383468e-06,1.1258016534313442e-05,1.6668826233358265e-05,1.7707926361231263e-05,2.2658406649342304e-05,2.5819324645927818e-05,2.7605511449249262e-05,2.94170093953452e-05,3.252900150442734e-05,3.7684045958977455e-05,4.1451654048391855e-05,4.75066684378777e-05
battery,CH,2.9579362068310057e-06,2.9628436709508657e-06,2.9644999169858624e-06,2.7137117789335486e-06,2.4655312321478773e-06,2.707012363265425e-06,2.8154698202330126e-06,3.0239440489960503e-06,3.1759075834271875e-06,3.3733170940344314e-06,5.014374592810402e-06,5.427600220265477e-06,5.8815099986928895e-06,6.006902245892624e-06,6.529723252492922e-06,8.559965345128364e-06,9.084619899794212e-06,8.879564544905497e-06,9.746784935031458e-06,1.1403824038272255e-05,1.793990212199471e-05,1.8162469215839753e-05,2.1327708754748072e-05,2.4482287553884262e-05,2.9782213103602175e-05,3.7724894173810814e-05,4.397224587753379e-05,5.1704061331342394e-05,7.054695336729709e-05,8.182620878131412e-05
battery,CZ,3.0482242019821503e-06,3.051348221092708e-06,3.0528034890290944e-06,2.7941038543126296e-06,2.536954767096603e-06,2.7408595133879808e-06,2.838194186082068e-06,3.053494344095074e-06,3.1382370077396617e-06,3.2173201520344526e-06,5.090289356699746e-06,5.3438408581367375e-06,5.6596664030937e-06,5.867433298391322e-06,6.517322965613088e-06,8.566601400563056e-06,9.096515927291383e-06,8.893692019059872e-06,9.672326745582314e-06,1.121769662751217e-05,1.710462676817248e-05,1.8901781959312674e-05,2.13011146232359e-05,2.5126023624823628e-05,3.10186309397318e-05,3.698446678069004e-05,4.0712740170284776e-05,5.0083626740686064e-05,6.344318864986787e-05,9.008338694539452e-05
battery,DE,2.9199529808639873e-06,2.9232980543928314e-06,2.9250261404263184e-06,2.6776169994693536e-06,2.4323545795367126e-06,2.6403820778617767e-06,2.736550021152476e-06,2.9250770385071734e-06,3.0085604837215126e-06,3.0975847033606415e-06,4.898225590557612e-06,5.103691657975647e-06,5.319846531571875e-06,5.58096223991001e-06,6.072697374528501e-06,7.879076867913238e-06,8.448776010640096e-06,8.264739781759014e-06,8.946437587833704e-06,1.042423529735378e-05,1.5707055698373807e-05,1.635772431220645e-05,1.801744356166707e-05,2.102968061061191e-05,2.5656048420316594e-05,3.103419034493855e-05,3.279910962918137e-05,4.0601982399677896e-05,4.9591587118464164e-05,6.205811528760533e-05
battery,DK,3.071357014499109e-06,3.0743008223960745e-06,3.0756399339990624e-06,2.814925739312576e-06,2.555866361747985e-06,2.730102771516645e-06,2.815373090697323e-06,3.0334666907199767e-06,3.120466826010063e-06,3.1871616252741776e-06,5.043116387648773e-06,5.206072808195856e-06,5.497103579261302e-06,5.526062511556903e-06,6.02034025880109e-06,7.616178973862302e-06,7.96231953646394e-06,7.813204286100905e-06,8.422370144997633e-06,9.7171438966283e-06,1.224433442851845e-05,1.2564237523811184e-05,1.3776666964918541e-05,1.5262856871043545e-05,1.7450284559619663e-05,1.9643214855295686e-05,2.130049764248465e-05,2.5383747632349364e-05,2.798365057558402e-05,3.588490941194643e-05
battery,EE,3.060502898851574e-06,3.061624643705281e-06,3.0632710272954235e-06,2.80500121302203e-06,2.549778157142669e-06,2.7646852070806157e-06,2.8394883879022485e-06,3.0527423546825003e-06,3.1042201624356527e-06,3.193477018450071e-06,4.758179028390302e-06,5.0407776750411816e-06,5.204133633952012e-06,5.419219682057836e-06,5.992104322117018e-06,7.557278253638512e-06,8.18211034219335e-06,8.138303860086028e-06,8.102603444180407e-06,9.236517975214864e-06,1.1779525618904396e-05,1.3946029314913742e-05,1.516001626522186e-05,1.6400275541609012e-05,1.8198595248593747e-05,1.9614287929931287e-05,2.0212914619802555e-05,2.4080114100988755e-05,2.6817442548085113e-05,3.241356601525773e-05
battery,EL,2.9347298863596665e-06,2.939876372307403e-06,2.9414716348339983e-06,2.6925299948277966e-06,2.4453073415885265e-06,2.686719206859717e-06,2.7471703607697964e-06,2.905578325956935e-06,2.97340000872449e-06,3.0844766938399178e-06,5.009567145163832e-06,5.245173719633284e-06,5.7729412187451514e-06,5.998873303249501e-06,6.377337377506932e-06,8.596217618816561e-06,9.011161422936625e-06,8.821764471734303e-06,9.676584549007186e-06,1.0909399460503981e-05,1.550442586382996e-05,1.762316434559727e-05,2.23377457375113e-05,2.581398949680596e-05,2.7523530831209986e-05,2.8361647591390938e-05,3.118902090221259e-05,3.5726531111154144e-05,3.770655075357042e-05,4.359545121089357e-05
battery,ES,2.8307561062950316e-06,2.835765697436753e-06,2.837412698968976e-06,2.5974852569536803e-06,2.359063690449634e-06,2.5970930042671547e-06,2.6654640327366477e-06,2.8210205136536307e-06,2.8743850654697144e-06,2.9199005073648777e-06,4.292850966821435e-06,4.461811338804475e-06,4.7315420882964485e-06,4.895609111036479e-06,5.228985418919756e-06,6.474515590376326e-06,6.873913879603632e-06,6.752651744662525e-06,7.428211741076763e-06,8.106692733308054e-06,1.0749015752599261e-05,1.223691866574071e-05,1.3544061744743766e-05,1.6412081354731225e-05,1.942760180220361e-05,2.2043279697889272e-05,2.3389416847867448e-05,2.5780284531402e-05,2.855849662484479e-05,3.263757892885983e-05
battery,FI,3.0514974383659993e-06,3.0543583259223874e-06,3.055745702612199e-06,2.7969574458032275e-06,2.5402272737138417e-06,2.7450811918086122e-06,2.828523861763425e-06,3.0312647511097575e-06,3.090203949830727e-06,3.1848724789067857e-06,4.702578699797894e-06,5.000558195796439e-06,5.195385721873985e-06,5.274088227890632e-06,5.797855030608427e-06,7.093577164713283e-06,7.84529499191301e-06,7.949248619052088e-06,7.88786420597532e-06,8.990230213800768e-06,1.1366951670677254e-05,1.4237409818739345e-05,1.5518121550612968e-05,1.636600627632679e-05,1.88034731292038e-05,2.1494970856633362e-05,2.2208077452612894e-05,2.5597120932277907e-05,2.8379840771012586e-05,3.649798665915221e-05
