technology,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
DAC,AT,2.0501053480229766e-06,2.311053423057911e-06,2.4994466365012414e-06,2.739386689068274e-06,2.9308752592528778e-06,3.092984918985033e-06,3.2284378188730975e-06,3.364972615600023e-06,3.513490758742456e-06,3.691570283628722e-06,3.8911958859679625e-06,4.044458924540049e-06,4.223443833232625e-06,4.432583858784001e-06,4.676400005180732e-06,4.942191037302757e-06,5.229380611775631e-06,5.595767375781426e-06,5.946932606369583e-06,6.449998460987397e-06,6.2982345550845315e-06,6.751564198125194e-06,7.4063222090526026e-06,8.050008273608987e-06,8.643988265646715e-06,9.195376269485866e-06,9.780648165597498e-06,1.0347600202494574e-05,1.108477230662813e-05,1.1862731864457684e-05
DAC,BE,2.0225041262131965e-06,2.2889153043983374e-06,2.4975755970139607e-06,2.757366822492676e-06,2.952485397825527e-06,3.118106818777043e-06,3.256679636085297e-06,3.3625383236918482e-06,3.4712723006882435e-06,3.6122049684858506e-06,3.7986804907211807e-06,3.9628478450992174e-06,4.182090288815338e-06,4.437182750151605e-06,4.73600155822969e-06,5.066024242286616e-06,5.35040037901217e-06,5.702693852806314e-06,6.061255853177855e-06,6.571489016738428e-06,6.48792480025285e-06,7.086589270004083e-06,7.69565374434871e-06,8.269627747771884e-06,9.063921387224468e-06,9.911718608723446e-06,1.070036925346014e-05,1.1489442694920047e-05,1.2137605307232834e-05,1.30471573925637e-05
DAC,BG,2.076129991285392e-06,2.320029681555307e-06,2.5111214148383927e-06,2.7557683229865338e-06,2.984481029093608e-06,3.183241822573293e-06,3.378508585960848e-06,3.5795376751170186e-06,3.8095241285095885e-06,4.037462005078399e-06,4.2705026333925165e-06,4.524424627502108e-06,4.8461074482326156e-06,5.162376596105532e-06,5.453980094753751e-06,5.736374078136092e-06,6.0281407165573755e-06,6.3253454400143385e-06,6.601904307582927e-06,7.029153891162939e-06,6.864701746082613e-06,7.532130789306837e-06,8.155591040322067e-06,8.664215938236334e-06,9.276704147017489e-06,9.961745066162265e-06,1.0602576592459445e-05,1.1212730635107847e-05,1.1680714030925237e-05,1.2519499377930876e-05
DAC,CH,2.0399163903149778e-06,2.296477133039236e-06,2.499647429726987e-06,2.758742618869839e-06,2.9543909958525498e-06,3.1238415090222615e-06,3.264076893226794e-06,3.3829356079030218e-06,3.520517471071366e-06,3.6745692595602495e-06,3.854743842759275e-06,4.012670459758712e-06,4.1924451640718816e-06,4.396159363481533e-06,4.624811926455351e-06,4.892376157365688e-06,5.188788002325267e-06,5.512704490878669e-06,5.8806761581075524e-06,6.422344171774572e-06,6.333728105511737e-06,6.912614474810954e-06,7.472934278029305e-06,7.984581837556359e-06,8.666175262084337e-06,9.314525519655018e-06,9.98658446918543e-06,1.0631484476153464e-05,1.1412380536117667e-05,1.2318942574064664e-05
DAC,CZ,2.0590295183931667e-06,2.3116649961653145e-06,2.507601884392027e-06,2.767477863400451e-06,2.9752550572590392e-06,3.1673756617124276e-06,3.354494963726823e-06,3.5303047725351294e-06,3.709787943740101e-06,3.882900402396173e-06,4.055732436575119e-06,4.157626583385007e-06,4.3020965900075974e-06,4.485574895087476e-06,4.719582118313072e-06,5.029929797334511e-06,5.33172776200182e-06,5.666995309028852e-06,6.046802889582703e-06,6.6346783413428335e-06,6.685836398677901e-06,7.355374341463892e-06,7.98053852014393e-06,8.497319780540333e-06,9.149796659142555e-06,9.757406070560535e-06,1.0247263426967479e-05,1.0874434629214071e-05,1.1510152992214605e-05,1.2453409838081255e-05
DAC,DE,2.0240989357667155e-06,2.2907350478749424e-06,2.493245853682816e-06,2.747471593726149e-06,2.939181424432293e-06,3.1013537705308786e-06,3.2433828495181297e-06,3.3641632528712924e-06,3.496923282519367e-06,3.6246274040792186e-06,3.750247373172688e-06,3.892633711230702e-06,4.068737177414421e-06,4.2730636896311544e-06,4.513852382956065e-06,4.787421549833875e-06,5.092212666979439e-06,5.422738669542827e-06,5.8371125126189245e-06,6.385565517623148e-06,6.171159833749004e-06,6.645467414878696e-06,7.145490736083834e-06,7.591761108442264e-06,8.221056543870558e-06,8.992348338662204e-06,9.725429358506445e-06,1.0433939033753526e-05,1.1056077182933295e-05,1.1892578741770664e-05
DAC,DK,1.885544357234468e-06,2.255912216500243e-06,2.473117253895168e-06,2.6846854722425806e-06,2.8138025396586537e-06,2.96568872254158e-06,3.1298702372808683e-06,3.2960034513503068e-06,3.494309698364887e-06,3.720287049395175e-06,4.004854126912221e-06,4.202919193582614e-06,4.453057798954189e-06,4.727818617379067e-06,5.0165201249235945e-06,5.371779197571363e-06,5.786001062260817e-06,6.317251113937817e-06,6.674237009452413e-06,7.23988141768681e-06,7.312699611503301e-06,7.98986841042354e-06,8.68067603860197e-06,9.28399300966377e-06,1.0133268496368401e-05,1.0963030222354026e-05,1.1782188849706123e-05,1.2626336535346374e-05,1.3260487469839043e-05,1.4239436053579938e-05
DAC,EE,1.8677969485221006e-06,2.2799985812394092e-06,2.4800461146142752e-06,2.676831577588175e-06,2.8120120376188925e-06,2.952260831676581e-06,3.0775217922806907e-06,3.19412805777051e-06,3.3223084003203215e-06,3.473437872772469e-06,3.658112025674074e-06,3.846106760641889e-06,4.0663101666944935e-06,4.31922192444908e-06,4.601224351315547e-06,4.909260318311686e-06,5.2368068366913375e-06,5.605534328128801e-06,6.05860329572438e-06,6.735040309396865e-06,6.660125767351344e-06,7.031908901964334e-06,7.602028324082252e-06,8.543493372548829e-06,9.24432521602513e-06,9.877599419732765e-06,1.0611391353029814e-05,1.1262782350610438e-05,1.1938669374851066e-05,1.2859575114787279e-05
DAC,EL,2.031622555173113e-06,2.2859348175324555e-06,2.493547050412786e-06,2.748013520002798e-06,2.9965764384975375e-06,3.2010103709851176e-06,3.388018139822939e-06,3.5876086502293083e-06,3.826674369081244e-06,4.055913429076303e-06,4.274911151098968e-06,4.4162806762240785e-06,4.542444828652926e-06,4.62265390196564e-06,4.742650317489038e-06,4.921218974757515e-06,5.1787405622786455e-06,5.51479866603309e-06,5.896024573151791e-06,6.390058416899921e-06,6.308687247579276e-06,6.908237979789302e-06,7.404763487886888e-06,7.899305613905771e-06,8.495599403211806e-06,9.265037348309485e-06,1.006357409846023e-05,1.075618252782238e-05,1.1270602020543651e-05,1.2112700716706622e-05
DAC,ES,1.9217919536230477e-06,2.2338680391095143e-06,2.4284145439284326e-06,2.626576278482248e-06,2.758543139589626e-06,2.9061675512263983e-06,3.06979390347649e-06,3.2428187207571003e-06,3.4352638733828547e-06,3.6542381032602017e-06,3.87821228219242e-06,4.111642216126254e-06,4.377473202295793e-06,4.672407920686471e-06,5.008057410697023e-06,5.3825725788589035e-06,5.787057974768081e-06,6.274678709309832e-06,6.767637555053759e-06,7.380798021298091e-06,7.460006381005873e-06,8.191662518484486e-06,8.866415348934092e-06,9.527383957093339e-06,1.0410710213786944e-05,1.1238016248429178e-05,1.20410027773232e-05,1.2832849291772046e-05,1.342551598832568e-05,1.4294568789138799e-05
DAC,FI,1.9095558089171373e-06,2.3063863530861513e-06,2.5233869484130268e-06,2.7508829115377166e-06,2.907868741439533e-06,3.05527183128808e-06,3.1914381932171305e-06,3.322251154300384e-06,3.4940817939424576e-06,3.6983190411219958e-06,3.95811633180907e-06,4.1537746303633725e-06,4.400030878092785e-06,4.687718511653541e-06,5.0086356284974615e-06,5.359575319237871e-06,5.706045897978085e-06,6.153773317832818e-06,6.733293863081222e-06,7.523078159348898e-06,7.652222096150397e-06,7.90103787965467e-06,8.48737919699676e-06,9.099755358985933e-06,9.916810626180618e-06,1.053965709718671e-05,1.1053402076289176e-05,1.1717214144004661e-05,1.2273352188247594e-05,1.3169894614817715e-05
DAC,FR,2.065977834453912e-06,2.315608191034947e-06,2.517262264552653e-06,2.7857697523517788e-06,2.985623044005136e-06,3.176166573548244e-06,3.368911964455991e-06,3.5493782795331576e-06,3.7129054426966157e-06,3.835373321009862e-06,3.993902671912273e-06,4.181940963695577e-06,4.419237814363719e-06,4.698298086706901e-06,5.02244474986325e-06,5.367573287172027e-06,5.732380804601961e-06,6.148241054732275e-06,6.574988091066574e-06,7.132844345369701e-06,7.128062616014461e-06,7.893859595436046e-06,8.566254618216028e-06,9.129847808108203e-06,9.947681517213001e-06,1.0674637060589995e-05,1.1431072250276924e-05,1.2159262086460964e-05,1.273561957060996e-05,1.370040552360648e-05
DAC,HR,2.0375134118792448e-06,2.2901011064197187e-06,2.486866185595931e-06,2.749278882488643e-06,2.9602223800365875e-06,3.1465831040967208e-06,3.327078723417532e-06,3.512241642724695e-06,3.712887821859857e-06,3.897314131603879e-06,4.0612903734728715e-06,4.168934402669471e-06,4.3360317998400495e-06,4.54352065380484e-06,4.783291803548718e-06,5.056382017821438e-06,5.360604051376204e-06,5.709639825390981e-06,6.127844027544797e-06,6.768235028566227e-06,6.7461095468723256e-06,7.438633576561067e-06,8.053767021854282e-06,8.567140977074767e-06,9.24216236130319e-06,9.956348885080017e-06,1.0664436450825084e-05,1.134465087174615e-05,1.1966496210411887e-05,1.287305635939744e-05
DAC,HU,2.091969464742121e-06,2.340179388057458e-06,2.531344542384672e-06,2.783106427004482e-06,2.988789289732167e-06,3.1672110464846223e-06,3.33589270546707e-06,3.4931151740458455e-06,3.6367055725809313e-06,3.749404790088855e-06,3.914352447201828e-06,4.088677561101186e-06,4.322681148955441e-06,4.582113758574755e-06,4.869919650133099e-06,5.170360823794239e-06,5.509939687251426e-06,5.902898646860612e-06,6.351522185409192e-06,7.02465777573866e-06,7.027826378003012e-06,7.734717543435038e-06,8.361338595126355e-06,8.883891952218539e-06,9.563097049944134e-06,1.0288189024151009e-05,1.1005863376722916e-05,1.1727091836316808e-05,1.2407243262588533e-05,1.337765172359078e-05
DAC,IE,1.8106431847146042e-06,2.286451937475767e-06,2.538627437974929e-06,2.8347166666479627e-06,2.9968937022070067e-06,3.0949627367920448e-06,3.215563881493716e-06,3.3657082541743582e-06,3.5716112466353308e-06,3.804650651439639e-06,4.055577318782892e-06,4.2809849342486405e-06,4.554278339134674e-06,4.86602694793126e-06,5.224929447220695e-06,5.602082695861667e-06,5.996467935305826e-06,6.476133397056033e-06,7.114661904193529e-06,8.004625367234747e-06,8.058571806230908e-06,8.85083073110558e-06,9.658960099411999e-06,1.0316841491383475e-05,1.1373372113517116e-05,1.2478711068263964e-05,1.35989621355013e-05,1.46606240096922e-05,1.532279246294157e-05,1.6315948255149914e-05
DAC,IT,2.033016853850439e-06,2.2784201216105927e-06,2.475127365967951e-06,2.719486271090389e-06,2.9127231541015216e-06,3.067461863078516e-06,3.1942497044208857e-06,3.291873863399223e-06,3.4072408713666013e-06,3.5545816897971183e-06,3.7257650577730096e-06,3.915432819748896e-06,4.142769316537798e-06,4.392197628040788e-06,4.661722609629687e-06,4.945364577224787e-06,5.235575654386577e-06,5.600494213248402e-06,5.992613850231807e-06,6.527594112966236e-06,6.519100034119833e-06,7.1984694750664075e-06,7.846145155233327e-06,8.411025217107863e-06,9.084918732281322e-06,9.745280024985891e-06,1.0412479183005009e-05,1.105594878982223e-05,1.1641695205763966e-05,1.2471091121301342e-05
DAC,LT,2.067409597393721e-06,2.3188448672374563e-06,2.5088968763574563e-06,2.760637890225258e-06,2.9557233199822972e-06,3.1321857059442588e-06,3.2978560523094525e-06,3.437565832761988e-06,3.5541872322659383e-06,3.6959405828756822e-06,3.889503946612375e-06,4.089285525630633e-06,4.336120767325974e-06,4.629895183214732e-06,4.97033061867421e-06,5.352018503254278e-06,5.760843056124151e-06,6.251763356963953e-06,6.771667447055584e-06,7.557539477760929e-06,7.622457695474257e-06,8.296510802177431e-06,8.927943112333458e-06,9.468814284521863e-06,1.024437388250706e-05,1.1029087522461425e-05,1.1732110813441655e-05,1.2535468632059029e-05,1.338481232444277e-05,1.4547628284254343e-05
DAC,LU,1.745142928071539e-06,2.274400206231817e-06,2.5170131847254945e-06,2.825055110865594e-06,3.0210714391037065e-06,3.204077393720692e-06,3.3829350745412987e-06,3.5446947580036646e-06,3.692627460050434e-06,3.8070497677998697e-06,3.95347182131032e-06,4.099317867016134e-06,4.28689659853721e-06,4.511145478373937e-06,4.77429822736654e-06,5.0769942166095775e-06,5.412319195748747e-06,5.784261816620392e-06,6.17646287019111e-06,6.785305589065356e-06,6.752000082755127e-06,7.268569862970678e-06,7.949259511370785e-06,8.570807903951412e-06,9.434694424883712e-06,1.0302970732009926e-05,1.1089262702973983e-05,1.1818675670529447e-05,1.2370097219286061e-05,1.324941405942547e-05
DAC,LV,2.0695259608542293e-06,2.3318811925149817e-06,2.5211139744963918e-06,2.7706826043332554e-06,2.9662272612631123e-06,3.1481229643051994e-06,3.3257818862010836e-06,3.4887199668849825e-06,3.639588147243043e-06,3.7658463516517505e-06,3.922845226375639e-06,4.075868373912781e-06,4.275624390881931e-06,4.523508021922388e-06,4.8147575013345415e-06,5.155289966556426e-06,5.5281356719718254e-06,5.970363531004466e-06,6.466016588085623e-06,7.234102053624658e-06,7.25251572892246e-06,7.747274561744316e-06,8.379853177783978e-06,8.931071593388828e-06,9.671847821386556e-06,1.0374779308011326e-05,1.1002850212956371e-05,1.1690941153783338e-05,1.2396083009435344e-05,1.3423198419223778e-05
DAC,NL,1.7470457553823634e-06,2.21889215511064e-06,2.441198966817384e-06,2.662440857125746e-06,2.7971292437004587e-06,2.9546726015717615e-06,3.0998748052609558e-06,3.2183509479847677e-06,3.366417539008734e-06,3.5436059809281824e-06,3.7603976299422655e-06,3.920187849567238e-06,4.121990261280586e-06,4.3449312062612966e-06,4.607128922389219e-06,4.8907675885164635e-06,5.1887291601622296e-06,5.546722561769551e-06,5.94311825915663e-06,6.451961748441748e-06,6.4351127330561404e-06,6.940469079667646e-06,7.530368474671414e-06,8.071692868414145e-06,8.83362162462244e-06,9.580130515200611e-06,1.0309026318342522e-05,1.0991044148471514e-05,1.1485323143170762e-05,1.2250761956606994e-05
DAC,NO,2.086587571940053e-06,2.355057707861387e-06,2.5732964870284273e-06,2.8370562016455316e-06,3.049149031451528e-06,3.2415821713660227e-06,3.459884037574909e-06,3.663923494647074e-06,3.903307539725818e-06,4.154143407330327e-06,4.452632688539222e-06,4.633573298825238e-06,4.819432455925843e-06,4.962026279129034e-06,5.183367831056737e-06,5.489953807501941e-06,5.852649309272586e-06,6.350008725697838e-06,6.9602386655378e-06,7.873694695873781e-06,8.172829496412371e-06,8.760938921199726e-06,9.473598081460788e-06,1.0102507374836571e-05,1.1070201248505967e-05,1.1865143757743232e-05,1.2398265600672204e-05,1.3214688702685946e-05,1.3823323888939258e-05,1.4866638032792064e-05
DAC,PL,2.0582327063706344e-06,2.31609243228633e-06,2.514968705255681e-06,2.779336556027014e-06,2.9899538459331973e-06,3.1754665679616127e-06,3.3555943568067895e-06,3.5420761697339127e-06,3.7490651984851135e-06,3.961842216733183e-06,4.1675098647376426e-06,4.379349521995005e-06,4.621723016468468e-06,4.874778060442671e-06,5.135852421812627e-06,5.403165743464943e-06,5.669581310448053e-06,5.9525711643055786e-06,6.342777210699475e-06,7.041712363030446e-06,6.994426325575518e-06,7.602140878199411e-06,8.20766794906496e-06,8.728408599301014e-06,9.381303073482848e-06,1.003668272763503e-05,1.063942298844616e-05,1.1240992076576353e-05,1.1768996155870384e-05,1.2601964011234615e-05
