year,value
0,384505.98577472055
1,385906.7287822331
2,387381.6159547265
3,340590.3753105009
4,336601.9640626864
5,336880.1023078286
6,336988.06824934285
7,335071.16797178425
8,335583.22762086394
9,336218.1329142744
10,336349.2171330012
11,337260.8246630169
12,338195.9860666933
13,340747.26765858766
14,341253.83717312885
15,340358.99647554697
16,343710.0338382887
17,347185.3415391048
18,347703.71455038514
19,348350.5644085132
20,347266.90124961105
