year,value
0,70055.83425143879
1,70696.16717251099
2,70185.38867799303
3,70003.84706188558
4,69064.55009084218
5,68478.5454875186
6,67775.08063208775
7,66276.50393362988
8,65702.34216036153
9,64941.07136839935
10,63989.81537757244
11,63924.03623140079
12,64062.241786429535
13,64366.703532207845
14,64008.35452896505
15,63049.05455395418
16,63094.72760868202
17,63617.99309481068
18,63548.12867455134
19,63866.66295684358
20,63750.35701484194
