year,value
0,213062.91648068975
1,215507.08275892088
2,213937.0177210853
3,213093.87997003153
4,212092.52166597522
5,211975.03648805022
6,212255.40556366387
7,211629.64414413975
8,212909.11248100293
9,215054.13910707645
10,217041.05420034876
11,220200.26403925786
12,223559.6203820167
13,228201.37820731485
14,229231.57620796433
15,229814.35282138034
16,232236.6226127068
17,236273.67127351498
18,239044.30330866133
19,240879.0826722524
20,242449.77404350118
