technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
battery,energy,FI,8.139409829170129e-06,8.147905066400089e-06,8.153118741107118e-06,8.161189078516743e-06,8.18214431521717e-06,9.583375577962813e-06,1.023312256019683e-05,1.0779696574766875e-05,1.0838510542958257e-05,1.1586716580286073e-05,1.5791355149995985e-05,1.6518742859202873e-05,1.7709522988980342e-05,1.5095363473673035e-05,1.6930734412721273e-05,2.0863233515026184e-05,2.3646323646853523e-05,2.666371885265775e-05,3.113532531133946e-05,3.5603029436514435e-05,4.4125093864121643e-05
battery,energy,FR,7.6092700366658554e-06,7.623988317167633e-06,7.6306229607342e-06,7.641918825446472e-06,7.6778670282338e-06,9.231307793866622e-06,9.87195139080486e-06,1.0397549029814964e-05,1.0455521926581058e-05,1.1112592895285915e-05,1.4230345785373494e-05,1.5091152008363624e-05,1.638108973607385e-05,1.3795829768787386e-05,1.5521701467457928e-05,1.8845905314301342e-05,2.0630717059743665e-05,2.2716872101817517e-05,2.5407937454500257e-05,3.3087276359624845e-05,3.901280890595238e-05
battery,energy,HR,7.960675723775003e-06,7.972680724511557e-06,7.978445175855407e-06,7.987258440670955e-06,8.01194676187682e-06,9.458993150350138e-06,1.0009853718352012e-05,1.0546438355179462e-05,1.0601137565997944e-05,1.140877341848246e-05,1.6175229303168474e-05,1.694349851070372e-05,1.9205441504312632e-05,1.6782286189920405e-05,1.933703108491526e-05,2.422054367773915e-05,2.7679707785085075e-05,3.317599700787206e-05,3.882418962680008e-05,5.648387868673028e-05,7.946861184272174e-05
battery,energy,HU,7.882809767741935e-06,7.898213600975648e-06,7.904691322053734e-06,7.915779015004273e-06,7.94569678560168e-06,9.615747563892715e-06,1.0240824152252769e-05,1.0756745460322777e-05,1.080939698031031e-05,1.1636979235978065e-05,1.575930995872574e-05,1.739881819788001e-05,1.942680083858825e-05,1.7481635439844804e-05,2.0255352641277187e-05,2.6222298611016093e-05,3.0194709850174086e-05,3.600797685740559e-05,4.53632440255039e-05,6.709106435546329e-05,0.00010420940920279371
battery,energy,IE,7.675267534756196e-06,7.692274077451107e-06,7.698934564544801e-06,7.708659942329205e-06,7.741994660623547e-06,9.312210852168934e-06,9.971179616558021e-06,1.048726125110174e-05,1.0546688506661135e-05,1.1312358382525478e-05,1.4134713176103894e-05,1.5188578946673972e-05,1.6636218561498796e-05,1.4151576158584764e-05,1.5646577136753606e-05,1.855381098210342e-05,2.060295787141197e-05,2.30184520967118e-05,2.563612916956467e-05,3.0393576293970754e-05,3.579714009495196e-05
battery,energy,IT,8.200646491815872e-06,8.214842294815829e-06,8.220892284361032e-06,8.230215737922367e-06,8.25366224359729e-06,9.474812794014566e-06,1.0162387185307306e-05,1.0859584950548667e-05,1.093942309844465e-05,1.1854961152348934e-05,1.5411285854692648e-05,1.6915682347989363e-05,1.9095665713168184e-05,1.689134807073989e-05,1.9761155520863924e-05,2.5068718664720952e-05,2.9570291166261664e-05,3.6086567779762164e-05,4.600989993925639e-05,6.517152497005358e-05,8.796696159067222e-05
battery,energy,LT,7.946780534971632e-06,7.955336483174829e-06,7.960607299883237e-06,7.969286796713273e-06,7.997884751933327e-06,9.397764535499283e-06,1.0037832917033712e-05,1.0567232880491698e-05,1.0608355713163813e-05,1.1256802212197082e-05,1.4140028727953246e-05,1.535820909789679e-05,1.6800903424672726e-05,1.4216495833248224e-05,1.677056080075369e-05,2.052371550257768e-05,2.315984760649056e-05,2.6025560656161626e-05,3.0834119199561744e-05,3.584848571701328e-05,4.165664939632403e-05
battery,energy,LU,7.488000775059822e-06,7.504883781161492e-06,7.5118586056485415e-06,7.5261683710354e-06,7.574056177598939e-06,9.175888845678493e-06,9.824475165801552e-06,1.0320969303980496e-05,1.0369872582344445e-05,1.1005039876373037e-05,1.5192918467069008e-05,1.5737519285477593e-05,1.684656060392433e-05,1.4332860198898925e-05,1.6171211787336774e-05,1.9807109547120173e-05,2.1861918434994462e-05,2.4216867631905662e-05,2.7269380273730703e-05,3.5499348726092735e-05,4.1934970614499346e-05
battery,energy,LV,7.974181134516408e-06,7.982656305676178e-06,7.987920858437194e-06,7.996544944698522e-06,8.02396511023475e-06,9.419432984285433e-06,1.005197767763471e-05,1.0583257472263652e-05,1.0625468093260644e-05,1.1229388024641076e-05,1.4566072210546647e-05,1.5608065691554925e-05,1.699548949561654e-05,1.4359630553134859e-05,1.6952336444893524e-05,2.079459715736746e-05,2.3496170665773302e-05,2.644073071604569e-05,3.138912453972557e-05,3.67509668569447e-05,4.4190392899603174e-05
battery,energy,NL,7.916644681113525e-06,7.933975043480372e-06,7.940586486596443e-06,7.950845043435677e-06,7.979414443788019e-06,9.578481843620024e-06,1.0302494341446122e-05,1.0860685233956514e-05,1.0906710780627362e-05,1.1654987147593027e-05,1.566581557582325e-05,1.6794859076781255e-05,1.840759705041024e-05,1.6784471591945508e-05,1.9787346395064175e-05,2.461737447190709e-05,2.8537341554516378e-05,3.2624582572715524e-05,3.7732013639403074e-05,4.377785050307294e-05,5.200048448628775e-05
