technology,location,0,1,2,3,4,5
biomass_boiler,CZ,48.93378429471711,44.11136160053607,43.28481885720912,42.45827696530591,45.61826628824069,28.042585551959913
biomass_boiler,DE,179.3800936436843,196.45276336271414,100.53723674137197,86.0407865176568,92.44443714342805,93.94049605450533
biomass_boiler,DK,20.446008232091746,14.602106880937836,7.315796653070028,2.159769758410806,3.926918856090761e-06,1.0232931607089016e-05
biomass_boiler,EE,14.502068697912673,14.999493289944914,14.718437883053898,15.886236349919528,16.667301701911747,16.58641408016995
biomass_boiler,EL,37.029128776686186,3.098049301480087,2.8241540383332472e-06,2.771880072789912e-06,2.9842508268161502e-06,4.540930121641466e-06
biomass_boiler,ES,20.217379694949265,2.842603198443933,0.37201903890507,8.492517722304649e-07,9.197915168959458e-07,4.1245923026601975e-06
biomass_boiler,FI,23.837784963969014,36.92120997779921,32.49434314873413,29.73393195428729,27.56083155129726,32.726400010607975
biomass_boiler,FR,116.56532029818892,99.33480045824007,72.03458863119064,70.65905466188956,75.91790816094621,7.992829275676016e-06
biomass_boiler,HR,28.64908505362293,17.489388902458472,17.161678904154407,15.728010303007007,16.89857934952526,3.3121208768653583
biomass_boiler,HU,26.035834700660082,22.814373891563775,23.883518473415368,23.677829537196505,25.721570506714126,2.275223096823845
biomass_boiler,IE,1.0772610995579226,0.2309366373654701,1.0770954769143078e-06,1.0570368217556428e-06,6.440294443173745e-07,2.5516274930612946e-06
biomass_boiler,IT,125.09538738891355,129.38618510526697,106.24672769838575,104.1015732160592,72.07070222225649,6.117490690810397e-05
biomass_boiler,LT,17.526429594844007,15.828946545998496,15.980500384033247,15.235752894185215,16.369685308446268,14.29322423207738
biomass_boiler,LU,2.118860296412664,2.1915378230932205,2.150473950088457,2.1094116199388706,1.4724063883427139,1.2531622558500128
biomass_boiler,LV,14.085935612334021,13.746421352037169,13.488848844662174,13.231274657317257,14.216022253239423,8.849479468690944
biomass_boiler,NL,16.24104808810511,8.010557171869735,1.9407728881134465,9.066680219810751e-07,5.198716977229516e-06,5.088896418206388e-05
