technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9
battery,power,LV,3.195670810659615e-06,3.2157626925947217e-06,4.295268949387507e-06,6.145505138243129e-06,6.690898804809287e-06,9.059021075569584e-06,1.1975662652659774e-05,1.72003824704371e-05,2.161561179238184e-05,7.383979780578629e-05
battery,power,NL,3.114378531077121e-06,3.138005913794567e-06,4.263233062001055e-06,6.194846533912691e-06,6.95285068511421e-06,9.54793036150337e-06,1.2198717698749549e-05,1.8265449839878572e-05,2.500900644202692e-05,8.926236902108157e-05
battery,power,NO,3.143544788684981e-06,3.160397716020354e-06,4.193412044569012e-06,5.964471474784915e-06,6.521886921020414e-06,8.683200236089894e-06,1.1107917501383026e-05,1.5839221955118725e-05,1.9743259761202996e-05,6.71855875520882e-05
battery,power,PL,3.204686520765351e-06,3.221146259802905e-06,4.362449112576687e-06,6.312090902210165e-06,7.2509125437238004e-06,1.0039803309296401e-05,1.3400918293265429e-05,1.9523413262440056e-05,2.8624953655585455e-05,0.00010333075143818628
battery,power,PT,3.0101947197901505e-06,3.0332120207175957e-06,3.998088127911403e-06,5.602465180316745e-06,5.9311064578898165e-06,8.007498077175713e-06,1.0452056701995778e-05,1.3938077886823487e-05,1.8056794376444935e-05,6.172542408817831e-05
battery,power,RO,3.0717786815571516e-06,3.0922778718929137e-06,4.14575074936675e-06,6.098139298460777e-06,7.0958220215424095e-06,9.947187408274962e-06,1.3058025180320483e-05,2.2822530633435886e-05,3.517590684275527e-05,0.00011414286549014027
battery,power,SE,3.174232814560101e-06,3.191162542369135e-06,4.237478079765521e-06,6.03107625295784e-06,6.620218013628381e-06,8.860202675795285e-06,1.1692718055532537e-05,1.7525099790432074e-05,2.2647317959934086e-05,7.895186949429743e-05
battery,power,SI,3.06845599186069e-06,3.0885800067014988e-06,4.078565138413948e-06,6.141121044889869e-06,7.37215580834864e-06,1.0328199272947212e-05,1.3052667822053742e-05,2.243019796586235e-05,3.011442123500045e-05,0.00010565954144511682
battery,power,SK,3.163267183224089e-06,3.181705815905632e-06,4.285471233526467e-06,6.302104648778401e-06,7.202956971361386e-06,1.0269534816725858e-05,1.381282141353529e-05,2.3138862855460704e-05,3.577633501891718e-05,0.00012673265240864155
battery,power,UK,3.0424798409927927e-06,3.0756767424009568e-06,4.159841747736134e-06,5.87270323911509e-06,6.415808125929073e-06,8.362618192605266e-06,1.0805130126475722e-05,1.5489704114439873e-05,1.883169278300016e-05,6.495220167388596e-05
