year,value
0,382030.3341139771
1,338741.26067931665
2,332866.5820785333
3,333722.84110257437
4,336346.1530067216
5,339461.13128242444
6,339408.9526832007
7,348482.420792327
8,344902.68245713983
9,345584.3150318962
