year,value
0,69661.97286539263
1,69211.66659494875
2,66682.65404832757
3,64225.88323537896
4,63764.602518224725
5,63007.91024223875
6,62339.577100526425
7,64470.900122262596
8,64609.437119297094
9,64698.31432659996
