technology,location,0,1,2,3,4,5,6,7,8,9
hard_coal_plant_CCS,UK,1.3143292872269586e-07,1.8442604881077367e-07,4.6004632497678934e-07,6.227813968412117e-07,6.584147657608406e-07,6.723377634973649e-07,6.5549482598748e-07,6.186304911539359e-07,5.964043852214974e-07,1.1808849213617028e-06
heat_pump,AT,52.97416445911776,44.242971425664976,29.066757540151066,19.626947280489542,43.7696766911692,65.0885335887564,75.32200166690802,247.55447641077654,291.3479286013959,288.4689541283871
heat_pump,BE,48.91723959544787,45.32230290076995,32.63662925251264,102.99585434643481,144.34181541153404,186.38136341153316,213.89472614918756,430.456787041269,521.1136997630175,515.9642783594285
heat_pump,BG,78.20674361496782,74.87964109227133,73.40199843973303,65.29325664382658,61.53423884429701,63.43127265748872,77.36756411701289,126.02952722078103,127.50363448799818,126.24370063745397
heat_pump,CH,71.77540801883165,59.94539712817863,39.382940786920955,26.59281482418532,58.80005333893262,87.69004439979886,101.56029299720147,360.52122032921017,419.5421212517392,415.39638731700626
heat_pump,CZ,40.234762674986385,35.22196736539314,51.34298655152012,49.55050669288352,53.2851143949641,122.14944976232107,187.13614072493854,381.9928664618433,378.2551247708932,383.40074019057965
heat_pump,DE,151.38234682215904,152.9915785404601,82.41834834247537,55.11354931968845,394.95276552023074,876.8872494455499,1210.1644694611075,2612.979100520814,2619.663636576385,3250.1738157590275
heat_pump,DK,125.79417126269547,119.12338735988006,129.75662065781069,119.77921816938981,131.67680350220218,148.75579504041988,158.50881496363638,294.97014011114015,292.08389401903764,289.1976490245519
heat_pump,EE,1.0872055305982558,0.9241028295880916,0.7114331194249365,0.7818595768925553,1.6558822005581708,5.332872568007548,6.303116769313849,35.22139464552295,35.878204063740206,36.335550054526834
heat_pump,EL,421.85520082556434,408.1162086437443,377.39408924731447,342.36318700712496,342.45939781787996,347.73899178119166,355.3892856932739,351.9486884907051,348.5049198204993,346.0011427031219
heat_pump,ES,430.08433665017645,424.22180830872696,486.382476126891,477.37647312146424,480.65091862301375,486.19621373461825,543.3158839479803,538.5121537727315,533.2428826329916,527.9736057727633
heat_pump,FI,91.14406241902581,76.71355398799527,55.06937841863491,46.583319334918045,49.06080187610751,52.17875598518896,53.55095302293152,214.02740568297122,249.74982544607664,249.0867723323201
heat_pump,FR,1852.204365252079,1970.929081969679,1899.6078634213404,1881.6104792567105,1968.4549539341683,2085.190942138238,2145.855771141976,2170.7192975803146,2149.4790733229256,2128.2388480710024
heat_pump,HR,39.306695425821566,42.05644324488675,43.44843652025563,43.32882631821125,52.09471000105543,66.18151041013714,74.55938298745407,120.16574713695864,118.98994210734344,130.70656982605254
heat_pump,HU,193.72381981999442,218.55498084511242,204.2939587990613,209.1404255632635,249.87711426693852,334.208510976494,377.64831167113715,392.9020150036415,389.0575173808692,385.2130186273403
heat_pump,IE,160.9094141061355,156.01298319102168,142.78978630939233,128.2219092726198,133.42543634555105,137.39379289940788,150.33817113733002,148.88275753001233,147.4259581510948,145.96915830294398
heat_pump,IT,996.3609183094269,1203.0975028264036,1319.899777144526,1502.8825529437668,1739.327164601441,1908.0691853591968,2014.717962881611,1995.2130587929712,2133.2466746790583,2112.166850788984
heat_pump,LT,53.69988210170934,54.76622547206471,52.558922276672426,47.96777471963555,53.52967556798828,61.6792593469129,80.00474998852668,79.23020847097247,78.5108377543153,77.73503292191167
heat_pump,LU,4.828973961029685,4.383302867619562,3.401258862369025,4.728976289047493,5.396696162294895,9.514812448731059,10.634043949479109,29.956321754691338,33.990873284290515,33.72424175326863
heat_pump,LV,1.3432182534528596,1.217912413426685,2.8289207359806188,5.26890005834474,7.2336192185071955,9.04053026757566,9.85713321340617,47.62545974698514,49.53577101221324,52.75925644611771
heat_pump,NL,31.38998379742488,29.22495355216959,23.830047522185854,202.20252668333427,276.758990585684,285.59796102592475,296.5021815332693,387.42857910250814,620.0372057156826,614.6687817639564
heat_pump,NO,212.86690412207128,156.18617311519037,66.79736216775936,58.042709737317644,59.524861493506755,63.22213571164881,65.24068002499406,270.5655804277673,267.91813068393964,265.27068806317476
heat_pump,PL,142.6667152625409,143.04031230261722,171.19505236824898,172.2228601111399,178.38381295585853,227.09339418223746,437.68344234416986,1074.7164693651127,1064.2005062908574,1053.684536466278
heat_pump,PT,38.995755625537164,37.54598709987129,41.04722384868611,41.116182017529724,41.26788435150576,42.8081365322298,42.63724546982338,42.22447275382213,41.81131225661033,41.39815040716121
heat_pump,RO,1.3545253400554018,1.1733482350787912,28.31016742973087,32.13886784152777,51.38956720462875,83.00942056266365,106.6869342947431,149.6769131692227,181.23690239928217,179.4459963091377
heat_pump,SE,156.214486754007,124.0697681901393,115.57334371676315,115.85414224988865,109.20690465486443,109.95260753594548,145.96679610117084,292.1621774984445,308.467110487941,305.41897438031737
heat_pump,SI,56.522545662740086,54.64998227734245,48.75519610082447,43.79265478316566,43.88269947208758,46.13850803227541,45.79401609909515,55.00906114523559,54.47091053530252,53.9326548108444
heat_pump,SK,10.134794703052988,10.107148994004511,7.944747186656081,15.239479517090187,25.853324974470127,26.335038549274156,36.55421280572992,73.7641210281127,96.20711616309057,96.46950838283132
heat_pump,UK,876.8890669444615,1180.4993264092968,1481.8888934823683,1682.1282544764715,1869.0176124882041,1962.6091509250227,2111.698641190235,2151.9768133892367,2130.919982007145,2109.863149937802
hydrogen_storage,AT,2.2394930047199292e-06,2.246834484682448e-06,2.7693408034220704e-06,3.4878974291450036e-06,4.343727898727128e-06,5.688296655612616e-06,6.8721374822707855e-06,8.732757984539564e-06,1.0783238156054558e-05,3.71462495916391e-05
hydrogen_storage,BE,2.228094789998561e-06,2.2483215248829436e-06,2.7689382878733947e-06,3.4751885823045736e-06,4.313392577162887e-06,5.6288692841888455e-06,6.813121640061786e-06,8.645920617789881e-06,1.0550601519210005e-05,3.627258387057011e-05
hydrogen_storage,BG,2.233760306555806e-06,2.231189732195508e-06,2.7266583876433224e-06,3.452262785791563e-06,4.321934830009184e-06,5.683135418497879e-06,7.14795757082421e-06,8.67280610081738e-06,1.082836871066372e-05,3.7960435882098735e-05
hydrogen_storage,CH,2.23921371283437e-06,2.2477354991374533e-06,2.7658998454159057e-06,3.4998197337232673e-06,4.351452933166434e-06,5.712421489625223e-06,6.918704953764653e-06,8.781044919840054e-06,1.0820260988054822e-05,3.7296850298416384e-05
hydrogen_storage,CZ,2.247482396294567e-06,2.2530683191675618e-06,2.7724058208656074e-06,3.4832629852992183e-06,4.337963021196482e-06,5.681895852722596e-06,6.90620608719197e-06,8.85414078184835e-06,1.0941856862429213e-05,3.77872740538203e-05
hydrogen_storage,DE,2.2283382904362763e-06,2.2323831992579424e-06,2.7322786736131592e-06,3.4261604355414777e-06,4.271392884500087e-06,5.558198746903186e-06,6.7542461461506075e-06,8.579500613146252e-06,1.0582319947536472e-05,3.614557522338274e-05
hydrogen_storage,DK,2.2461416576908636e-06,2.255135928241784e-06,2.772915404711332e-06,3.4882051009251592e-06,4.334636652847334e-06,5.61895241885298e-06,6.8905133429027625e-06,8.700112116078526e-06,1.0612075873982625e-05,3.6768578436521986e-05
hydrogen_storage,EE,2.2563786452502204e-06,2.2477196103081255e-06,2.766910791828163e-06,3.5061817583131397e-06,4.365635160052784e-06,5.7076310495154344e-06,6.851613860215955e-06,8.792233325310703e-06,1.0677328289555745e-05,3.6567310298825294e-05
hydrogen_storage,EL,2.2499515672247083e-06,2.2642579181735364e-06,2.773275182324276e-06,3.4962003843845998e-06,4.355655795265894e-06,5.688507971176824e-06,7.07297081065123e-06,8.920700233796265e-06,1.0916614317630426e-05,3.813761801114158e-05
hydrogen_storage,ES,2.2410083696837788e-06,2.25298807908649e-06,2.7497579073982417e-06,3.441121774063252e-06,4.2655083097694325e-06,5.5993723341906e-06,6.817459235682137e-06,8.618086293169963e-06,1.0628987920443265e-05,3.6646525006873277e-05
hydrogen_storage,FI,2.2476067471783503e-06,2.256656520194165e-06,2.777494853192485e-06,3.4848566947021117e-06,4.336361309100368e-06,5.6022352459336626e-06,6.808326602617935e-06,8.699968496172412e-06,1.0573713613952534e-05,3.641927780378978e-05
hydrogen_storage,FR,2.232618600645247e-06,2.242237211300615e-06,2.750840884940229e-06,3.431219261279315e-06,4.232799227271372e-06,5.496257758193092e-06,6.693866617209554e-06,8.46450074295012e-06,1.0353589206275793e-05,3.5663782668451364e-05
hydrogen_storage,HR,2.2345518640397687e-06,2.238609731749003e-06,2.75056125416836e-06,3.469440356890763e-06,4.373458187931515e-06,5.71127274951808e-06,6.913652611451565e-06,8.833611599541761e-06,1.0746778717932846e-05,3.7262480124201325e-05
hydrogen_storage,HU,2.2431741287837356e-06,2.2428294704367496e-06,2.752882599186949e-06,3.472227033898305e-06,4.3357625774523225e-06,5.674901047361251e-06,7.185192488024191e-06,8.77113402783963e-06,1.1025495049457554e-05,3.759408469969354e-05
hydrogen_storage,IE,2.2455937881767737e-06,2.2574823991656383e-06,2.792569851104055e-06,3.498430279862337e-06,4.329892733509833e-06,5.57200326912145e-06,6.794973572875441e-06,8.622529635378543e-06,1.0450648707998937e-05,3.6289105517558515e-05
hydrogen_storage,IT,2.2418171098682744e-06,2.2440914366079504e-06,2.7468180609359913e-06,3.460745699493554e-06,4.32669392742838e-06,5.723692507857936e-06,6.901018222074686e-06,8.65945018806612e-06,1.0657521448140878e-05,3.650578756739997e-05
hydrogen_storage,LT,2.258082096565483e-06,2.2443981895760406e-06,2.7445347625353285e-06,3.452481115994832e-06,4.328006308258078e-06,5.6635747188316375e-06,7.0004831818281196e-06,8.827898167079528e-06,1.0877423650880418e-05,3.6655076438728835e-05
hydrogen_storage,LU,2.222175350382571e-06,2.2305285846505027e-06,2.7452788568955457e-06,3.4443204255196616e-06,4.276569577604571e-06,5.625369615313613e-06,6.7603492156717045e-06,8.584051276027642e-06,1.0499652590100239e-05,3.645071786405235e-05
hydrogen_storage,LV,2.258645192950473e-06,2.242613940316963e-06,2.750652207983052e-06,3.4618968943228197e-06,4.357980923343587e-06,5.7097250462756865e-06,6.8958438989140924e-06,8.815795140324946e-06,1.0710650478438861e-05,3.662452451775701e-05
hydrogen_storage,NL,2.2410027196886865e-06,2.2614921802076907e-06,2.7857749645653575e-06,3.499697436942717e-06,4.343393055391216e-06,5.649353469989544e-06,6.854487767385907e-06,8.69695216316772e-06,1.0620437201623383e-05,3.657948481265087e-05
hydrogen_storage,NO,2.251350890249509e-06,2.259749356154605e-06,2.774499179161488e-06,3.4754791649336584e-06,4.3087071159687994e-06,5.584093411282241e-06,6.780838825440033e-06,8.596320771294108e-06,1.0479226548887242e-05,3.5911825500283224e-05
hydrogen_storage,PL,2.2620442373836127e-06,2.270215551675148e-06,2.7964812356987836e-06,3.5137382074298147e-06,4.381387797542776e-06,5.6982817396127784e-06,6.934325722733515e-06,8.80014036228052e-06,1.080609544098563e-05,3.7222547415928326e-05
hydrogen_storage,PT,2.2366663751857253e-06,2.239116134406739e-06,2.735065736803543e-06,3.429693659403687e-06,4.2589472620457564e-06,5.592255579003091e-06,6.888518192417309e-06,8.611497358431118e-06,1.0591487621799852e-05,3.675042096255893e-05
hydrogen_storage,RO,2.2432204779267744e-06,2.2377199747677503e-06,2.7540282672977054e-06,3.488349330680966e-06,4.400581387900701e-06,5.7440461204254e-06,6.719038747545436e-06,8.739893825798882e-06,1.1598602428162173e-05,3.816117912332015e-05
hydrogen_storage,SE,2.2486773728692225e-06,2.259521512028711e-06,2.7758543602850503e-06,3.480037366217089e-06,4.318715477897193e-06,5.580954406998876e-06,6.783820341156571e-06,8.667143871393779e-06,1.0565811773258715e-05,3.62813227538109e-05
hydrogen_storage,SI,2.2348876834320193e-06,2.232388820521361e-06,2.734555555244935e-06,3.468636424234652e-06,4.3970868742582555e-06,5.7732374865781795e-06,6.88969840911893e-06,8.847748749870111e-06,1.076517745505463e-05,3.731080011814731e-05
hydrogen_storage,SK,2.2432685753336723e-06,2.2486597671529953e-06,2.7651826448650895e-06,3.4843336301659702e-06,4.335249292049393e-06,5.663835365838473e-06,6.994903369603598e-06,8.868025806913227e-06,1.1028807852978062e-05,3.7944740043282956e-05
hydrogen_storage,UK,2.2435852851131533e-06,2.2495134157737628e-06,2.762103228040102e-06,3.450026450853118e-06,4.265995845932299e-06,5.518779964740399e-06,6.7227953608385045e-06,8.49105105550387e-06,1.0356020892811533e-05,3.574549997897203e-05
lignite_coal_plant,AT,3.5044884989577993e-07,2.9895940349013395e-07,2.9339600175997333e-07,2.960148500737795e-07,2.9817863755963305e-07,3.0674534920308704e-07,3.204487596438337e-07,3.5080141337522266e-07,3.981381730780655e-07,1.2037921635406227e-06
lignite_coal_plant,BE,2.9799435733380585e-07,2.561756278347874e-07,2.608878854187644e-07,2.715986931857045e-07,2.830141988477076e-07,2.999402655555662e-07,3.2157816916625523e-07,3.5636896722565473e-07,4.010807922674967e-07,1.222395217280372e-06
lignite_coal_plant,BG,80.82436300245729,26.742758099912745,26.678037171153743,27.649124951973338,26.478721135874146,26.230972962264847,25.86078710965968,25.131587692572783,24.74812415073057,24.43745050481539
lignite_coal_plant,CH,3.040551415729914e-07,2.6265765840083513e-07,2.63435716825009e-07,2.685130245721963e-07,2.770744300919141e-07,2.91746715106291e-07,3.120694571609915e-07,3.464298980344049e-07,3.9613431843958456e-07,1.1964102453550217e-06
lignite_coal_plant,CZ,79.61285275134313,19.844706991437892,14.3965355998009,8.51981297594798,8.470400845477887,6.634555598048821,6.551764899960204,3.172405186070793e-07,3.803248581291567e-07,1.1680187283238773e-06
lignite_coal_plant,DE,699.7341407947238,350.57560168997315,217.24037633483627,198.52047063555878,190.55033222122893,187.8392070107293,182.8168592684208,77.43305321038126,1.6308888676180913,1.6104189414543584
lignite_coal_plant,DK,2.89560420020533e-07,2.5398017302663055e-07,2.562705955510993e-07,2.615345377953763e-07,2.691536348801483e-07,2.821702149773092e-07,3.0220012959337674e-07,3.3379186351316433e-07,3.8591802291670625e-07,1.174658706677076e-06
lignite_coal_plant,EE,2.720746533969587e-07,2.5192574152685694e-07,2.577163236583726e-07,2.655856777127047e-07,2.77393946556006e-07,3.0401987895974e-07,3.221285806006842e-07,3.433869077555716e-07,3.8889321572205276e-07,1.151205155480411e-06
lignite_coal_plant,EL,117.57086138808019,82.19936948529342,82.38847086123812,17.408440072562318,17.65855772953194,17.63898384806582,17.418818666456826,17.15255011953577,16.716024141318865,9.794962672013861e-07
lignite_coal_plant,ES,3.7476386069792644,2.6417597679011675,2.6364551611670786,2.6278366031624594,2.6125993270941903,2.0153735593444837e-07,2.574274337508096e-07,2.961136950310768e-07,3.559416653779941e-07,1.0490863938840569e-06
lignite_coal_plant,FI,2.2641506880413434e-07,2.1884803283955263e-07,2.2932323554381064e-07,2.430273456261644e-07,2.619423729790998e-07,2.9138351997321705e-07,3.1244267291305765e-07,3.3974270114502416e-07,3.880666647230346e-07,1.1967393464098673e-06
lignite_coal_plant,FR,1.964856986036694e-07,1.9617005904053489e-07,2.233493732550494e-07,2.42749199346975e-07,2.600546161807499e-07,2.7962925626632756e-07,3.046091240207052e-07,3.428514423594327e-07,3.9333109243058007e-07,1.1854797413146605e-06
lignite_coal_plant,HR,3.339838782779881e-07,2.8498691457954967e-07,2.8435915108000547e-07,2.8204919841535676e-07,2.855659192727692e-07,2.9439606147393907e-07,3.0878899985319355e-07,3.4184441079364335e-07,3.923797835617633e-07,1.1746561454104432e-06
lignite_coal_plant,HU,1.7091955150815077e-07,1.6348755931916464e-07,1.7666066346539997e-07,2.0527412075455593e-07,2.415247828395207e-07,2.646005007105896e-07,2.9050564922019264e-07,3.297178959909021e-07,3.8467173327616514e-07,1.1615073184493646e-06
lignite_coal_plant,IE,1.8110304914089165e-07,1.8294892460876472e-07,2.0918083400286449e-07,2.2546469790218607e-07,2.448289168282201e-07,2.649278271351344e-07,2.9019957593641587e-07,3.235303596439771e-07,3.6985553596753075e-07,1.1106687606277588e-06
lignite_coal_plant,IT,2.1628912739966688e-07,1.9045986170479626e-07,1.9296854876185279e-07,2.0066785713004017e-07,2.172903176145464e-07,2.6084318845462193e-07,2.948310817388117e-07,3.3432625309314775e-07,3.865360270764345e-07,1.133623926443637e-06
lignite_coal_plant,LT,2.7891031043043505e-07,2.6035409657931496e-07,2.6541680865307444e-07,2.728848617557054e-07,2.8409429646299887e-07,3.0695445298696764e-07,3.285211623836803e-07,3.489968542820051e-07,3.9416866408585374e-07,1.140757619591841e-06
lignite_coal_plant,LU,1.955916992454221e-07,1.9237819509321423e-07,2.1450481221496365e-07,2.339077158137076e-07,2.51556345462749e-07,2.7285305079524637e-07,2.9846031495948897e-07,3.4431019693373255e-07,3.927789679119618e-07,1.1886963677969896e-06
lignite_coal_plant,LV,2.804583233214554e-07,2.6101085525564874e-07,2.659686129058698e-07,2.7340857107737505e-07,2.8454875008771604e-07,3.0965695727329233e-07,3.2938202322688713e-07,3.505800322973605e-07,3.9616476049275144e-07,1.1670937426735627e-06
lignite_coal_plant,NL,2.547591702333202e-07,2.2280277519143913e-07,2.3479583504028112e-07,2.516679217463656e-07,2.676864971880607e-07,2.8678833730302264e-07,3.0965966708688487e-07,3.4462688787792516e-07,3.944529145776622e-07,1.198257418390224e-06
lignite_coal_plant,NO,2.1761404420058757e-07,2.0949904549354185e-07,2.1983859762082214e-07,2.3098954792420202e-07,2.4419251656774505e-07,2.618846153217876e-07,2.8530117273124647e-07,3.1857879678897367e-07,3.685739186493713e-07,1.1143059061255043e-06
lignite_coal_plant,PL,317.41298612012827,233.2088057898669,19.585680889142314,19.466817686752226,19.353916538995353,19.21649457550108,18.976697501172627,18.514561788192527,18.232106137719317,18.003266890230815
lignite_coal_plant,PT,1.628990414216179e-07,1.496288942946443e-07,1.5478840234676904e-07,1.6296452973265776e-07,1.7503849101220155e-07,2.0815465696779295e-07,2.5763794210772006e-07,2.93921234322222e-07,3.504919555709854e-07,1.0330648495450797e-06
lignite_coal_plant,RO,75.92187591253087,54.44027569084918,54.35802023893397,54.2250233819606,10.922305233617987,10.84475170154416,8.807749912867127,8.5932565438245,8.462158995280827,8.35594671583124
lignite_coal_plant,SE,2.32043701684989e-07,2.2327198677785457e-07,2.3276796698691342e-07,2.444950588689139e-07,2.5880502416718093e-07,2.775013037568107e-07,3.034172627154834e-07,3.37491554647846e-07,3.8539083219009424e-07,1.1745730042507906e-06
lignite_coal_plant,SI,2.0409156523852507e-07,1.8240521220084475e-07,1.89553039924162e-07,2.1622049532076514e-07,2.5100737458862863e-07,2.715374141993723e-07,2.9763989187055705e-07,3.3989352373511605e-07,3.9394225269013715e-07,1.183032802838744e-06
lignite_coal_plant,SK,2.723203410903655e-07,2.437405279381913e-07,2.509635248166003e-07,2.576846341169416e-07,2.655672373243535e-07,2.7999107590822757e-07,3.007642473460115e-07,3.38367692858814e-07,3.9069044473756287e-07,1.1840067328959176e-06
lignite_coal_plant,UK,1.8512707119513435e-07,1.8663041981245416e-07,2.2059738373131394e-07,2.4086308350477786e-07,2.5847156253448474e-07,2.7806704684350043e-07,3.025443673363043e-07,3.361267040507996e-07,3.8151379490252925e-07,1.140968323731688e-06
lng_terminal,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,BE,2.27637931305446e-07,1.8331324005494894e-06,3.0414049623777464e-06,2.645239222397385e-06,1.0478749678736345e-06,1.1924277576735068e-06,5.846418928008519e-07,4.878823465573193e-07,5.79156994531548e-07,1.9014588622197203e-06
lng_terminal,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,DE,7.433111119011665e-08,30.615902412972808,65.0064812946525,30.894823268232727,2.375807944937969e-06,4.957996014063303e-06,2.584987600558736e-06,9.261796579199258e-07,1.1139812093938286e-06,3.5214749101656025e-06
lng_terminal,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,EE,5.9056345507497716e-08,8.178205868707044,5.9435703923461665,4.721438806121216,1.1890769163777037,3.4234521691531152,4.172959353711107,1.0529361635019232,1.0529354494976682,1.0529367885418557
lng_terminal,EL,1.141674921477499e-07,4.7552153407635363e-07,5.274975378128102e-07,5.101520911626923e-07,2.8544549992764506e-07,3.205648845533388e-07,2.9183557322261474e-07,3.4041186942094527e-07,3.953188241701611e-07,1.1921994506008402e-06
lng_terminal,ES,1.7565952132115716e-07,5.607191830817859e-07,6.115398708259924e-07,6.336129373504645e-07,5.826729852943679e-07,3.907044857010009e-07,2.9710411565042377e-07,3.413139109701951e-07,4.0106638885860644e-07,1.2881058831674568e-06
lng_terminal,FI,6.465978226877208e-08,1.1205674256906641,0.6542314804835088,0.5055797311815161,0.3954419025367401,0.6044254548105497,0.7657411912226716,1.0736978021766888,1.1251281923940926,1.1251292012356358
lng_terminal,FR,3.8054185992666586e-07,200.90384037441154,230.47113613391986,164.42885907475846,3.31485887437448e-06,7.614495565534232e-07,4.618586162017474e-07,5.742787246249523e-07,7.150319553258778e-07,2.4264057286001976e-06
lng_terminal,HR,6.394899812866551e-08,48.44122700663891,46.90224949245362,32.15307552979273,6.464558090514376,1.5793686296111362,9.038051469178858e-07,4.281566638657323e-07,4.38470978946734e-07,1.3834264330858206e-06
lng_terminal,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,IT,1.7845591979660012e-07,83.54635396232551,149.99477157860213,4.483254176919172e-06,5.060014046228131e-07,5.755760942627934e-07,3.9186587672733496e-07,3.4867990061337783e-07,4.0115757532566296e-07,1.2881586909986454e-06
lng_terminal,LT,1.1381536396916533e-07,49.158414059301926,45.184126635391195,41.59530799469421,29.47089659134603,27.464100174197203,9.190519539258837e-06,2.2877109070651406e-06,1.7975735506685283e-06,3.2195881721935575e-06
lng_terminal,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,NL,1.9959117260373374e-07,1.2755521567321376e-06,1.5048771056370616e-06,1.400955605716363e-06,9.362877101477341e-07,1.2126890076423554e-06,6.275820643203871e-07,5.045630026061656e-07,5.849761659156747e-07,1.8016389329068864e-06
lng_terminal,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,PL,7.152709796136074e-08,115.50657656339258,119.00400660666472,116.55889190900982,115.72993268483312,115.70905165449093,115.68816881566916,2.49571174177078,2.4957121033197893,2.4957133903212205
lng_terminal,PT,2.2789874036135212e-07,9.142860520411391e-07,9.98104577587564e-07,1.0463749255616013e-06,8.656574104485335e-07,4.71083246574279e-07,3.4208352341469163e-07,4.059465600146547e-07,4.794041821158792e-07,1.5321044660252403e-06
lng_terminal,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng_terminal,UK,2.2428754800642692e-07,1.0251481321278184e-06,1.1610303385162006e-06,5.637104037195805e-07,4.810047900069927e-07,4.4969042931926505e-07,3.3451592774112074e-07,3.523194506481742e-07,4.082134819159417e-07,1.3043107063196817e-06
natural_gas_boiler,AT,322.5688619091432,328.51136766939305,344.7900177470702,344.034870480895,313.0282758463053,288.6700251012606,274.39846256401705,57.651514992810256,32.49251250837592,10.186736370239776
natural_gas_boiler,BE,586.1364422011004,587.4863885562221,603.0722163494663,527.5283050981074,475.45100401358854,425.30528217827225,388.0211000848122,117.678680261043,107.7902256240887,24.234310459570324
natural_gas_boiler,BG,76.31279540840521,76.94599383150569,70.30589416520387,68.06481297298389,67.80396162383829,66.47474274598673,64.34748109237701,3.358259416722415,0.692413968715449,0.6875716561444482
natural_gas_boiler,CH,464.8832334198133,472.9152079327368,485.9601264713365,493.8670396844745,451.78144199546415,418.6823366319289,399.24982076142777,78.11281312860575,44.024542226912345,22.50407795448332
natural_gas_boiler,CZ,419.3696628731159,422.3347521923191,401.95140542889106,395.56306115901833,386.83663284996385,307.2545500509038,242.6908483261384,6.585144872658351,2.498164310723941e-06,2.433390836923592e-06
natural_gas_boiler,DE,3693.506426044165,3685.1453932023896,3796.725136774453,3832.161995875312,3460.54439044784,2938.312207121398,2570.7515897095977,821.3865011254429,802.0015963006156,402.17355206908337
natural_gas_boiler,DK,216.02012972876375,225.73049507101123,219.1599005268655,211.97306969679988,196.8851076911384,183.56270335299521,170.28832158137268,18.654365976644403,0.12822451858338002,0.12732783287372043
natural_gas_boiler,EE,44.873049719352274,44.95389082175775,44.984887949672064,44.74312783070972,43.51274846259022,41.16137161405377,39.442878837827465,3.2375236626137127,0.8738426238580562,0.298993874219068
natural_gas_boiler,EL,62.215531446835534,62.17170064400998,48.95622074063678,30.19851053038972,20.47131031560448,10.039417751007901,1.1831362104590935,1.1776590453957188,1.1694803458584682,1.1613017036548314
natural_gas_boiler,ES,232.16789587027156,230.53499048527485,141.87868779660977,106.99897184696948,84.66089417702936,72.09062670909937,22.736804370117728,22.631548034646602,22.474375342975208,22.31720267286894
natural_gas_boiler,FI,203.5134526051801,222.36552362756333,227.11987677205747,226.86242423838175,225.81236113929302,224.54010656558802,223.36898889558782,24.58532270863815,5.64359275940951,0.4774155964831062
natural_gas_boiler,FR,942.5042373804082,784.1625861649127,643.5577014123661,471.9947860380258,282.2424137552649,142.92501358708626,56.317759459417246,56.057045552422196,55.66773675714816,55.27842904933688
natural_gas_boiler,HR,106.21530963677141,102.59156794409135,96.56663164136431,89.84439568786269,81.95121382395787,68.4206815256682,57.16945793406852,1.250053720307792,1.2413722463905055,1.2326908458481736
natural_gas_boiler,HU,285.3436201427056,257.71890434798365,248.08139828010485,229.67160052908548,186.5694322864893,80.61558739051895,23.33488278899704,23.22685774640348,23.06555071694685,22.904243720217814
natural_gas_boiler,IE,46.92060998941795,46.58454825487735,42.94902929743446,37.90086375966883,23.584675518942035,17.488877155890894,7.9246716991363835,7.887985721603267,7.833204849090393,7.778423995099393
natural_gas_boiler,IT,1620.9717631924111,1409.191093594298,1163.7090786596032,748.8398329635204,459.3449484894074,252.81743647850718,110.61106164030068,110.0990057230872,31.44104897416385,31.221168614715104
natural_gas_boiler,LT,30.269895170591134,27.769332928896816,24.07385497918859,22.482320749280444,19.08238118632416,15.694118648023208,14.099784271323822,1.9354440897163327,1.922002715148623,1.908561373771236
natural_gas_boiler,LU,38.80810511613648,42.43975928310811,41.09028167467977,37.38065855853165,36.14000433874949,30.950860466758563,29.364090127247344,5.368197894906504,5.3309165717166955,5.293635269524455
natural_gas_boiler,LV,60.168202590445716,60.19763958930066,58.37318866267669,55.08704291821879,53.42968044465428,50.96660039919981,49.68564053479148,2.9477038367079906,1.355924995725125,1.3464424814851719
natural_gas_boiler,NL,727.0882651377823,730.3430424732438,735.8100213808247,531.8264498531978,434.07526640047115,423.6044819417183,410.4223990137611,293.31192519299407,168.0805104498518,1.9551917513646653
natural_gas_boiler,NO,143.86835165061507,187.5775270551776,258.7220962421807,258.02943378423225,257.045923014908,255.93161927070358,254.15241891463927,113.66147433770935,70.10769882133418,2.1259232285843903e-06
natural_gas_boiler,PL,1132.6275589548525,1127.408796880625,1082.4483407487753,1053.4574193716107,1031.018924018941,969.043375227993,879.1371839459813,25.49855197586037,25.321468363180628,25.144384792568857
