carrier,node,0,1,2,3,4,5,6,7,8,9
carbon,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbon,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbon,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbon,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity,AT,53191.452945335375,53191.452945335375,53191.452945335375,53191.452945335375,53191.452945335375,53191.452945335375,53191.452945335375,53191.452945335375,53191.452945335375,53191.452945335375
electricity,BE,78395.03140628556,78395.03140628556,78395.03140628556,78395.03140628556,78395.03140628556,78395.03140628556,78395.03140628556,78395.03140628556,78395.03140628556,78395.03140628556
electricity,BG,31192.359297660998,31192.359297660998,31192.359297660998,31192.359297660998,31192.359297660998,31192.359297660998,31192.359297660998,31192.359297660998,31192.359297660998,31192.359297660998
electricity,CH,50581.912485100394,50581.912485100394,50581.912485100394,50581.912485100394,50581.912485100394,50581.912485100394,50581.912485100394,50581.912485100394,50581.912485100394,50581.912485100394
electricity,CZ,55936.374732834505,55936.374732834505,55936.374732834505,55936.374732834505,55936.374732834505,55936.374732834505,55936.374732834505,55936.374732834505,55936.374732834505,55936.374732834505
electricity,DE,454850.1730690844,454850.1730690844,454850.1730690844,454850.1730690844,454850.1730690844,454850.1730690844,454850.1730690844,454850.1730690844,454850.1730690844,454850.1730690844
electricity,DK,29674.522987540997,29674.522987540997,29674.522987540997,29674.522987540997,29674.522987540997,29674.522987540997,29674.522987540997,29674.522987540997,29674.522987540997,29674.522987540997
electricity,EE,7337.653428060313,7337.653428060313,7337.653428060313,7337.653428060313,7337.653428060313,7337.653428060313,7337.653428060313,7337.653428060313,7337.653428060313,7337.653428060313
electricity,EL,43628.71399071975,43628.71399071975,43628.71399071975,43628.71399071975,43628.71399071975,43628.71399071975,43628.71399071975,43628.71399071975,43628.71399071975,43628.71399071975
electricity,ES,236687.77349617914,236687.77349617914,236687.77349617914,236687.77349617914,236687.77349617914,236687.77349617914,236687.77349617914,236687.77349617914,236687.77349617914,236687.77349617914
electricity,FI,72632.96968366017,72632.96968366017,72632.96968366017,72632.96968366017,72632.96968366017,72632.96968366017,72632.96968366017,72632.96968366017,72632.96968366017,72632.96968366017
electricity,FR,369374.78474324505,369374.78474324505,369374.78474324505,369374.78474324505,369374.78474324505,369374.78474324505,369374.78474324505,369374.78474324505,369374.78474324505,369374.78474324505
electricity,HR,15023.960856525984,15023.960856525984,15023.960856525984,15023.960856525984,15023.960856525984,15023.960856525984,15023.960856525984,15023.960856525984,15023.960856525984,15023.960856525984
electricity,HU,37410.020444364956,37410.020444364956,37410.020444364956,37410.020444364956,37410.020444364956,37410.020444364956,37410.020444364956,37410.020444364956,37410.020444364956,37410.020444364956
electricity,IE,25462.75897699299,25462.75897699299,25462.75897699299,25462.75897699299,25462.75897699299,25462.75897699299,25462.75897699299,25462.75897699299,25462.75897699299,25462.75897699299
electricity,IT,264372.1131334103,264372.1131334103,264372.1131334103,264372.1131334103,264372.1131334103,264372.1131334103,264372.1131334103,264372.1131334103,264372.1131334103,264372.1131334103
electricity,LT,11549.751285840897,11549.751285840897,11549.751285840897,11549.751285840897,11549.751285840897,11549.751285840897,11549.751285840897,11549.751285840897,11549.751285840897,11549.751285840897
electricity,LU,4621.953855971186,4621.953855971186,4621.953855971186,4621.953855971186,4621.953855971186,4621.953855971186,4621.953855971186,4621.953855971186,4621.953855971186,4621.953855971186
electricity,LV,6466.4039041159385,6466.4039041159385,6466.4039041159385,6466.4039041159385,6466.4039041159385,6466.4039041159385,6466.4039041159385,6466.4039041159385,6466.4039041159385,6466.4039041159385
electricity,NL,107917.43885746613,107917.43885746613,107917.43885746613,107917.43885746613,107917.43885746613,107917.43885746613,107917.43885746613,107917.43885746613,107917.43885746613,107917.43885746613
electricity,NO,108397.08712332865,108397.08712332865,108397.08712332865,108397.08712332865,108397.08712332865,108397.08712332865,108397.08712332865,108397.08712332865,108397.08712332865,108397.08712332865
electricity,PL,162397.69431737502,162397.69431737502,162397.69431737502,162397.69431737502,162397.69431737502,162397.69431737502,162397.69431737502,162397.69431737502,162397.69431737502,162397.69431737502
electricity,PT,48272.539785902314,48272.539785902314,48272.539785902314,48272.539785902314,48272.539785902314,48272.539785902314,48272.539785902314,48272.539785902314,48272.539785902314,48272.539785902314
electricity,RO,59791.73064903163,59791.73064903163,59791.73064903163,59791.73064903163,59791.73064903163,59791.73064903163,59791.73064903163,59791.73064903163,59791.73064903163,59791.73064903163
electricity,SE,116469.16462101543,116469.16462101543,116469.16462101543,116469.16462101543,116469.16462101543,116469.16462101543,116469.16462101543,116469.16462101543,116469.16462101543,116469.16462101543
electricity,SI,12253.551768864821,12253.551768864821,12253.551768864821,12253.551768864821,12253.551768864821,12253.551768864821,12253.551768864821,12253.551768864821,12253.551768864821,12253.551768864821
electricity,SK,26708.92593097461,26708.92593097461,26708.92593097461,26708.92593097461,26708.92593097461,26708.92593097461,26708.92593097461,26708.92593097461,26708.92593097461,26708.92593097461
electricity,UK,270759.48304052325,270759.48304052325,270759.48304052325,270759.48304052325,270759.48304052325,270759.48304052325,270759.48304052325,270759.48304052325,270759.48304052325,270759.48304052325
hard_coal,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard_coal,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat,AT,78049.64905353893,78049.64905353893,78049.64905353893,78049.64905353893,78049.64905353893,78049.64905353893,78049.64905353893,78049.64905353893,78049.64905353893,78049.64905353893
heat,BE,111406.07651473262,111406.07651473262,111406.07651473262,111406.07651473262,111406.07651473262,111406.07651473262,111406.07651473262,111406.07651473262,111406.07651473262,111406.07651473262
heat,BG,26808.579542828138,26808.579542828138,26808.579542828138,26808.579542828138,26808.579542828138,26808.579542828138,26808.579542828138,26808.579542828138,26808.579542828138,26808.579542828138
heat,CH,100657.95752324685,100657.95752324685,100657.95752324685,100657.95752324685,100657.95752324685,100657.95752324685,100657.95752324685,100657.95752324685,100657.95752324685,100657.95752324685
heat,CZ,85917.60115679076,85917.60115679076,85917.60115679076,85917.60115679076,85917.60115679076,85917.60115679076,85917.60115679076,85917.60115679076,85917.60115679076,85917.60115679076
heat,DE,663123.6022701612,663123.6022701612,663123.6022701612,663123.6022701612,663123.6022701612,663123.6022701612,663123.6022701612,663123.6022701612,663123.6022701612,663123.6022701612
heat,DK,69056.80318183801,69056.80318183801,69056.80318183801,69056.80318183801,69056.80318183801,69056.80318183801,69056.80318183801,69056.80318183801,69056.80318183801,69056.80318183801
heat,EE,10207.601323206232,10207.601323206232,10207.601323206232,10207.601323206232,10207.601323206232,10207.601323206232,10207.601323206232,10207.601323206232,10207.601323206232,10207.601323206232
heat,EL,51747.982854135334,51747.982854135334,51747.982854135334,51747.982854135334,51747.982854135334,51747.982854135334,51747.982854135334,51747.982854135334,51747.982854135334,51747.982854135334
heat,ES,122630.40533684862,122630.40533684862,122630.40533684862,122630.40533684862,122630.40533684862,122630.40533684862,122630.40533684862,122630.40533684862,122630.40533684862,122630.40533684862
heat,FI,57417.964890153984,57417.964890153984,57417.964890153984,57417.964890153984,57417.964890153984,57417.964890153984,57417.964890153984,57417.964890153984,57417.964890153984,57417.964890153984
heat,FR,485542.6800019566,485542.6800019566,485542.6800019566,485542.6800019566,485542.6800019566,485542.6800019566,485542.6800019566,485542.6800019566,485542.6800019566,485542.6800019566
heat,HR,31458.092782798427,31458.092782798427,31458.092782798427,31458.092782798427,31458.092782798427,31458.092782798427,31458.092782798427,31458.092782798427,31458.092782798427,31458.092782798427
heat,HU,81957.8708883975,81957.8708883975,81957.8708883975,81957.8708883975,81957.8708883975,81957.8708883975,81957.8708883975,81957.8708883975,81957.8708883975,81957.8708883975
heat,IE,32821.30781722058,32821.30781722058,32821.30781722058,32821.30781722058,32821.30781722058,32821.30781722058,32821.30781722058,32821.30781722058,32821.30781722058,32821.30781722058
heat,IT,412664.3059754111,412664.3059754111,412664.3059754111,412664.3059754111,412664.3059754111,412664.3059754111,412664.3059754111,412664.3059754111,412664.3059754111,412664.3059754111
heat,LT,17946.569296311674,17946.569296311674,17946.569296311674,17946.569296311674,17946.569296311674,17946.569296311674,17946.569296311674,17946.569296311674,17946.569296311674,17946.569296311674
heat,LU,7425.69186189425,7425.69186189425,7425.69186189425,7425.69186189425,7425.69186189425,7425.69186189425,7425.69186189425,7425.69186189425,7425.69186189425,7425.69186189425
heat,LV,13901.582228774689,13901.582228774689,13901.582228774689,13901.582228774689,13901.582228774689,13901.582228774689,13901.582228774689,13901.582228774689,13901.582228774689,13901.582228774689
heat,NL,120049.8076211267,120049.8076211267,120049.8076211267,120049.8076211267,120049.8076211267,120049.8076211267,120049.8076211267,120049.8076211267,120049.8076211267,120049.8076211267
heat,NO,61733.0137389079,61733.0137389079,61733.0137389079,61733.0137389079,61733.0137389079,61733.0137389079,61733.0137389079,61733.0137389079,61733.0137389079,61733.0137389079
heat,PL,233172.6563730613,233172.6563730613,233172.6563730613,233172.6563730613,233172.6563730613,233172.6563730613,233172.6563730613,233172.6563730613,233172.6563730613,233172.6563730613
heat,PT,10169.733894028348,10169.733894028348,10169.733894028348,10169.733894028348,10169.733894028348,10169.733894028348,10169.733894028348,10169.733894028348,10169.733894028348,10169.733894028348
heat,RO,33952.53435774986,33952.53435774986,33952.53435774986,33952.53435774986,33952.53435774986,33952.53435774986,33952.53435774986,33952.53435774986,33952.53435774986,33952.53435774986
heat,SE,76028.61416789964,76028.61416789964,76028.61416789964,76028.61416789964,76028.61416789964,76028.61416789964,76028.61416789964,76028.61416789964,76028.61416789964,76028.61416789964
heat,SI,13303.54926688515,13303.54926688515,13303.54926688515,13303.54926688515,13303.54926688515,13303.54926688515,13303.54926688515,13303.54926688515,13303.54926688515,13303.54926688515
heat,SK,22546.31934877551,22546.31934877551,22546.31934877551,22546.31934877551,22546.31934877551,22546.31934877551,22546.31934877551,22546.31934877551,22546.31934877551,22546.31934877551
heat,UK,479192.31603212486,479192.31603212486,479192.31603212486,479192.31603212486,479192.31603212486,479192.31603212486,479192.31603212486,479192.31603212486,479192.31603212486,479192.31603212486
lignite,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lignite,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lng,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
