carrier,node,0,1,2,3,4,5,6,7,8,9
uranium,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uranium,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
