year,value
0,212892.76679480108
1,212717.08532329442
2,211177.6466767767
3,216505.84688835038
4,225619.95914215685
5,231747.80181959656
6,232244.40900080744
7,251110.26274733103
8,250382.09570877015
9,252835.70138816745
