node,2021
AUS,4.1
BRA,4.1
CHE,4.1
CHN,4.1
DEU,4.1
DNK,4.1
GBR,4.1
IND,4.1
JPN,4.1
NLD,4.1
ROE,4.1
ROW,4.1
SWE,4.1
USA,4.1
